,experiment_name,n_protein,cytokine_protein,best_pdb_path,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
230,BANAL-20-52-N_IFNlambda1,BANAL-20-52-N,IFNlambda1,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,9.6e-07
231,OC43-N_CCL4,OC43-N,CCL4,/AF23_complexes/complex_pdbs/OC43-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
232,SARS-CoV-2-BA.2-N_CCL20,SARS-CoV-2-BA.2-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.5e-08
233,SARS-CoV-2-BQ.1-N_TNFalpha,SARS-CoV-2-BQ.1-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-6.8,1e-05
234,RaTG13-N_CXCL10,RaTG13-N,CXCL10,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
235,SARS-CoV-2-B.1.351-N_IFNomega,SARS-CoV-2-B.1.351-N,IFNomega,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-17.3,1.9e-13
236,SARS-CoV-2-WA1-N_IL-18BP,SARS-CoV-2-WA1-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
237,SARS-CoV-2-B.1.1.7-N_CCL13,SARS-CoV-2-B.1.1.7-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.3e-06
238,SARS-CoV-N_CCL14,SARS-CoV-N,CCL14,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.8e-07
239,SARS-CoV-2-BA.1.1-N_CCL19,SARS-CoV-2-BA.1.1-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,6.7e-09
240,SARS-CoV-2-P.1-N_IFNA2,SARS-CoV-2-P.1-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-11.9,1.7e-09
241,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL27,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL27,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.8,2.3e-09
242,BANAL-20-52-N_CCL25,BANAL-20-52-N,CCL25,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-11.3,5.1e-09
243,BANAL-20-52-N_CCL2,BANAL-20-52-N,CCL2,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
244,SARS-CoV-2-XBB-N_CXCL13,SARS-CoV-2-XBB-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-14.6,2e-11
245,MERS-CoV-N_IFNA2,MERS-CoV-N,IFNA2,/AF23_complexes/complex_pdbs/MERS-CoV-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3.1e-06
246,SARS-CoV-2-B.1.351-N_CCL16,SARS-CoV-2-B.1.351-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.2e-08
247,SARS-CoV-2-BA.2-N_CCL7,SARS-CoV-2-BA.2-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.2,4.9e-06
248,SARS-CoV-2-B.1.1-N_CCL4L1,SARS-CoV-2-B.1.1-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.2e-08
249,SARS-CoV-2-P.1-N_CCL23,SARS-CoV-2-P.1-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.6e-06
250,SARS-CoV-2-WA1-N_CXCL5,SARS-CoV-2-WA1-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.8e-07
251,SARS-CoV-2-XBB-N_TNFalpha,SARS-CoV-2-XBB-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-5.7,6.2e-05
252,SARS-CoV-2-WA1-N_CCL4L1,SARS-CoV-2-WA1-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.5e-07
253,SARS-CoV-2-B.1.1.7-N_CCL11,SARS-CoV-2-B.1.1.7-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.6e-06
254,BANAL-20-52-N_IFNA2,BANAL-20-52-N,IFNA2,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-15.2,7.5e-12
255,SARS-CoV-2-BA.2-N_CCL22,SARS-CoV-2-BA.2-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.2e-08
256,MERS-CoV-N_CCL15,MERS-CoV-N,CCL15,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.5e-08
257,SARS-CoV-2-B.1.1-N_IL-1beta,SARS-CoV-2-B.1.1-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
258,SARS-CoV-2-XBB-N_CCL26,SARS-CoV-2-XBB-N,CCL26,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL26/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.4e-06
259,SARS-CoV-2-B.1.1.529-N_CXCL2,SARS-CoV-2-B.1.1.529-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.5e-08
260,BANAL-20-52-N_CXCL9,BANAL-20-52-N,CXCL9,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.5e-06
261,SARS-CoV-2-B.1.1.7-N_INFbeta,SARS-CoV-2-B.1.1.7-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-14.0,5.8e-11
262,SARS-CoV-2-BA.2-N_IL-1beta,SARS-CoV-2-BA.2-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.9e-07
263,SARS-CoV-2-BA.1.1-N_CCL16,SARS-CoV-2-BA.1.1-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.9e-07
264,SARS-CoV-2-BA.4-N_CXCL2,SARS-CoV-2-BA.4-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
265,SARS-CoV-2-P.1-N_CXCL2,SARS-CoV-2-P.1-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.3e-08
266,SARS-CoV-2-B.1.1-N_IL-1alpha,SARS-CoV-2-B.1.1-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.5e-07
267,SARS-CoV-2-BA.2-N_IL-17a,SARS-CoV-2-BA.2-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
268,SARS-CoV-2-WA1-N_IL-27,SARS-CoV-2-WA1-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,2.9e-09
269,SARS-CoV-2-B.1.1.529-N_CXCL13,SARS-CoV-2-B.1.1.529-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.7e-08
270,SARS-CoV-2-BA.1.1-N_CCL23,SARS-CoV-2-BA.1.1-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.7e-08
271,RaTG13-N_CCL8,RaTG13-N,CCL8,/AF23_complexes/complex_pdbs/RaTG13-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.3e-07
272,SARS-CoV-2-B.1.1-N_CXCL3,SARS-CoV-2-B.1.1-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,3e-08
273,SARS-CoV-2-BA.2-N_IL6Ralpha,SARS-CoV-2-BA.2-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.1e-08
274,SARS-CoV-2-B.1.1-N_IL-35,SARS-CoV-2-B.1.1-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-16.7,5.5e-13
275,SARS-CoV-2-XBB-N_CXCL7,SARS-CoV-2-XBB-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,8e-07
276,SARS-CoV-2-B.1.1.529-N_INFbeta,SARS-CoV-2-B.1.1.529-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.6e-08
277,SARS-CoV-2-BQ.1-N_IL-10,SARS-CoV-2-BQ.1-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-7.0,7.5e-06
278,SARS-CoV-2-P.1-N_CXCL14,SARS-CoV-2-P.1-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.2e-08
279,SARS-CoV-N_XCL1,SARS-CoV-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.3e-08
280,BANAL-20-52-N_CCL19,BANAL-20-52-N,CCL19,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.7e-08
281,SARS-CoV-2-B.1.1-N_CCL25,SARS-CoV-2-B.1.1-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.4e-09
282,SARS-CoV-2-BA.4-N_CCL4,SARS-CoV-2-BA.4-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.5e-06
283,SARS-CoV-2-BQ.1-N_CXCL12beta,SARS-CoV-2-BQ.1-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-12.5,7e-10
284,SARS-CoV-2-XBB-N_IL-1alpha,SARS-CoV-2-XBB-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2e-07
285,SARS-CoV-2-B.1.1-N_CCL4,SARS-CoV-2-B.1.1-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,6e-07
286,SARS-CoV-2-XBB-N_CXCL8,SARS-CoV-2-XBB-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.6e-09
287,SARS-CoV-2-B.1.1.7-N_CCL2,SARS-CoV-2-B.1.1.7-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.5e-07
288,SARS-CoV-2-BA.4-N_CCL13,SARS-CoV-2-BA.4-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.7e-06
289,OC43-N_CCL16,OC43-N,CCL16,/AF23_complexes/complex_pdbs/OC43-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-13.3,1.9e-10
290,BANAL-20-52-N_CXCL10,BANAL-20-52-N,CXCL10,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3e-07
291,BANAL-20-52-N_CXCL16,BANAL-20-52-N,CXCL16,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.5e-07
292,MERS-CoV-N_TNFbeta,MERS-CoV-N,TNFbeta,/AF23_complexes/complex_pdbs/MERS-CoV-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.1e-06
293,SARS-CoV-2-WA1-N_CCL1,SARS-CoV-2-WA1-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
294,SARS-CoV-2-B.1.351-N_CCL15,SARS-CoV-2-B.1.351-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-12.4,8.4e-10
295,SARS-CoV-2-B.1.1.7-N_CCL16,SARS-CoV-2-B.1.1.7-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,4e-08
296,SARS-CoV-2-B.1.351-N_IL-10,SARS-CoV-2-B.1.351-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-6.3,2.2e-05
297,SARS-CoV-N_CXCL12beta,SARS-CoV-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,1.8e-08
298,SARS-CoV-2-BA.4-N_CXCL7,SARS-CoV-2-BA.4-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,5.2e-07
299,SARS-CoV-2-BA.1.1-N_CCL13,SARS-CoV-2-BA.1.1-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3.1e-06
300,RaTG13-N_CCL4,RaTG13-N,CCL4,/AF23_complexes/complex_pdbs/RaTG13-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,8.9e-08
301,SARS-CoV-2-B.1.1-N_INFbeta,SARS-CoV-2-B.1.1-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1.1e-08
302,SARS-CoV-2-P.1-N_CXCL12beta,SARS-CoV-2-P.1-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-11.3,5.2e-09
303,SARS-CoV-2-BQ.1-N_CXCL16,SARS-CoV-2-BQ.1-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.8e-07
304,OC43-N_CCL24,OC43-N,CCL24,/AF23_complexes/complex_pdbs/OC43-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2.1e-10
305,OC43-N_CXCL1,OC43-N,CXCL1,/AF23_complexes/complex_pdbs/OC43-N_CXCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.4e-06
306,SARS-CoV-2-BQ.1-N_IL-18BP,SARS-CoV-2-BQ.1-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
307,SARS-CoV-N_IL-1beta,SARS-CoV-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.4e-07
308,SARS-CoV-2-B.1.351-N_CCL28,SARS-CoV-2-B.1.351-N,CCL28,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL28/relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2.3e-10
309,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL20,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.1e-08
310,SARS-CoV-2-BA.2-N_CCL18,SARS-CoV-2-BA.2-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.2e-06
311,SARS-CoV-2-XBB-N_CCL18,SARS-CoV-2-XBB-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,2e-06
312,SARS-CoV-2-B.1.1-N_CCL23,SARS-CoV-2-B.1.1-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,5.3e-07
313,SARS-CoV-2-B.1.351-N_CXCL12beta,SARS-CoV-2-B.1.351-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,5.9e-06
314,SARS-CoV-2-BA.2-N_IL-18,SARS-CoV-2-BA.2-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.5e-07
315,SARS-CoV-2-B.1.1.7-N_CCL4L1,SARS-CoV-2-B.1.1.7-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.7e-06
316,MERS-CoV-N_CXCL6,MERS-CoV-N,CXCL6,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.6e-08
317,SARS-CoV-2-B.1.1-N_IL6,SARS-CoV-2-B.1.1-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,8.9e-06
318,SARS-CoV-2-B.1.1.7-N_CCL19,SARS-CoV-2-B.1.1.7-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2e-07
319,RaTG13-N_IL6,RaTG13-N,IL6,/AF23_complexes/complex_pdbs/RaTG13-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.8,1.1e-05
320,SARS-CoV-2-BQ.1-N_CCL4,SARS-CoV-2-BQ.1-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.6e-08
321,SARS-CoV-2-B.1.1-N_CCL15,SARS-CoV-2-B.1.1-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-14.7,1.8e-11
322,SARS-CoV-2-B.1.1.7-N_IL-18,SARS-CoV-2-B.1.1.7-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.9e-07
323,SARS-CoV-N_IFNlambda1,SARS-CoV-N,IFNlambda1,/AF23_complexes/complex_pdbs/SARS-CoV-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.6e-06
324,BANAL-20-52-N_CCL3L1,BANAL-20-52-N,CCL3L1,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.8e-08
325,RaTG13-N_CCL3,RaTG13-N,CCL3,/AF23_complexes/complex_pdbs/RaTG13-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-12.1,1.3e-09
326,SARS-CoV-2-B.1.351-N_CCL4L1,SARS-CoV-2-B.1.351-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.1e-08
327,SARS-CoV-2-BQ.1-N_CCL3L1,SARS-CoV-2-BQ.1-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,9.9e-08
328,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL7,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2.1e-07
329,OC43-N_TNFalpha,OC43-N,TNFalpha,/AF23_complexes/complex_pdbs/OC43-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.1e-06
330,SARS-CoV-2-BA.4-N_CCL3,SARS-CoV-2-BA.4-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.3e-08
331,SARS-CoV-2-B.1.1-N_CCL18,SARS-CoV-2-B.1.1-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-6.0,3.9e-05
332,SARS-CoV-2-B.1.1-N_CXCL7,SARS-CoV-2-B.1.1-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
333,SARS-CoV-2-WA1-N_CXCL13,SARS-CoV-2-WA1-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.6e-08
334,SARS-CoV-2-B.1.1.7-N_CCL7,SARS-CoV-2-B.1.1.7-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
335,SARS-CoV-2-BA.1.1-N_CXCL9,SARS-CoV-2-BA.1.1-N,CXCL9,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
336,SARS-CoV-2-BA.4-N_CCL23,SARS-CoV-2-BA.4-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
337,MERS-CoV-N_CCL2,MERS-CoV-N,CCL2,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1.1e-06
338,SARS-CoV-2-XBB-N_IL6,SARS-CoV-2-XBB-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.2,2.9e-05
339,SARS-CoV-2-BQ.1-N_CCL18,SARS-CoV-2-BQ.1-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-6.6,1.5e-05
340,OC43-N_CCL15,OC43-N,CCL15,/AF23_complexes/complex_pdbs/OC43-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.5e-09
341,SARS-CoV-2-WA1-N_CCL2,SARS-CoV-2-WA1-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-7.0,7.4e-06
342,SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1,SARS-CoV-2-B.1.617.2-DeltaA-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.7e-07
343,OC43-N_CXCL2,OC43-N,CXCL2,/AF23_complexes/complex_pdbs/OC43-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.2e-07
344,SARS-CoV-2-BA.4-N_IFNA2,SARS-CoV-2-BA.4-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.8e-08
345,BANAL-20-52-N_IL6,BANAL-20-52-N,IL6,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.6e-06
