experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
RaTG13-N__CCL5,RaTG13-N,CCL5,6,./results/RaTG13-N__CCL5/run1/structures/it1/water/RaTG13-N__CCL5_11w.pdb,4,-106.22,13.93,-81.91,10.66,-243.09,45.47,2786.43,165.46,5.037,4.531,45.75,0,0,0,2513.96,214.772,153.156,37.233,-13.4,1.6e-10,31.4735,5.84904,-4.99725,270.192,25.7572,β-Chemokine,0.09770639374920631,RaTG13-N__CCL5,model_3_multimer_v3_pred_2,0.243235697,0.979680710057744,1.22291640720537,FALSE,A,B,21.9661,7.30544,1.54149,-3.49667,-4.3906,-22.529,-1.39321,31.096800000000002,-29.3455,6.08438,10.8418,14.385,0,0,0,0.979828,9.52942,2.78e-16,0,0,-0.691353,0,-6.25e-17,2.384,487,60,3,0,3,TRUE,./best_AF2_and_GDock/RaTG13-N_CCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-13.9,6.5e-11,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-BA.4-N__CCL4L1,SARS-CoV-2-BA.4-N,CCL4L1,2,./results/SARS-CoV-2-BA.4-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL4L1_146w.pdb,6,-100.91,6.46,-70.89,7.37,-300.18,65.3,2945.95,116.3,-3.558,4.407,46,0,0,0,2424.372,227.137,160.113,6.664,-12.6,6.1e-10,22.5732,1.44469,-4.9939,243.508,30.4435,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL4L1,model_3_multimer_v3_pred_4,0.248553148,0.906865576513496,1.1554187243213,FALSE,A,B,21.3351,9.88875,7.60372,-7.62375,-7.79102,-29.6216,-1.26534,46.857,-36.8747,16.0578,14.8874,11.7056,0,0,0,1.57535,9.29764,0,0,0,-0.302991,0,0,2.384,457,59,10,7,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL4L1_relaxed_model_3_multimer_v3_pred_4.pdb,-15.8,2.7e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-XBB-N__CXCL1,SARS-CoV-2-XBB-N,CXCL1,3,./results/SARS-CoV-2-XBB-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL1_61w.pdb,7,-130.72,15.65,-87.54,10.6,-431.8,66.39,2862.26,86.16,25.573,3.535,45.14,0,0,0,3037.233,229.29,137.9,25.173,-10.5,1.8e-8,22.7053,3.02457,-4.99333,233.567,18.1676,α-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CXCL1,model_3_multimer_v3_pred_1,0.341280809,0.971080667745372,1.31236147655726,TRUE,A,B,20.4101,2.03332,-9.11084,-4.8789,-6.10218,-13.8014,-0.440187,18.5099,-18.1184,0.627222,7.77464,7.22582,0,0,0,0.0815509,2.43119,0.23538799999999999,0,0,-0.252071,0,0.0277531,2.384,489,44,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL1_relaxed_model_3_multimer_v3_pred_1.pdb,-10.4,2.2e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-XBB-N__IFNA2,SARS-CoV-2-XBB-N,IFNA2,1,./results/SARS-CoV-2-XBB-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-XBB-N__IFNA2_104w.pdb,4,-71.28,7.26,-48.35,11.56,-229.31,57.85,3533,175.36,18.67,2.982,58.75,0,0,0,2206.495,117.898,277.755,19.508,-11.6,3e-9,25.4916,14.2488,-4.9814,284.047,-2.45807,Interferon,0.10963225241337865,SARS-CoV-2-XBB-N__IFNA2,model_4_multimer_v3_pred_0,0.540542765,0.992305768259971,1.53284853324096,TRUE,A,B,64.5775,9.55664,-27.9027,-5.47133,-10.3979,-32.4166,-3.98647,37.8161,-48.5998,11.859,18.5089,6.62308,0,0,0,0.776312,10.8817,-1.95689,0,0,-0.77107,0,0.113826,2.384,581,77,3,2,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IFNA2_relaxed_model_4_multimer_v3_pred_0.pdb,-14.8,1.4e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__IL-27,SARS-CoV-2-BQ.1-N,IL-27,1,./results/SARS-CoV-2-BQ.1-N__IL-27/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IL-27_21w.pdb,6,-80.03,6.75,-69.42,8.02,-106.14,16.69,4962.06,262.14,-8.852,1.754,81.67,0,0,0,2471.212,94.6,396.712,30.206,-10.2,3e-8,25.0666,30.8,-4.97208,249.038,12.103,Interleukin,0.10963225241337865,SARS-CoV-2-BQ.1-N__IL-27,model_4_multimer_v3_pred_2,0.42037932,0.977416090501004,1.3977954106008,TRUE,A,B,59.3156,7.15921,-15.5145,-5.56382,-9.03482,-19.552,-4.40239,29.936,-24.9824,4.05256,11.6402,3.67848,0,0,0,0.19203,11.1016,-0.716183,0,0,-0.762223,0,2.22e-16,2.384,840,51,5,1,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IL-27_relaxed_model_4_multimer_v3_pred_2.pdb,-16.9,3.9e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CCL1,SARS-CoV-2-BA.4-N,CCL1,2,./results/SARS-CoV-2-BA.4-N__CCL1/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL1_158w.pdb,6,-122.3,11.31,-88.27,9.39,-340.22,27.34,2835.96,130.12,25.083,2.125,45.33,0,0,0,2959.45,150.789,152.363,12.8,-12.2,1.1e-9,27.0775,6.65785,-4.96816,282.709,33.1,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL1,model_3_multimer_v3_pred_1,0.179697333,0.943115112472883,1.12281244575543,FALSE,A,B,59.3674,7.22755,34.0345,-6.38798,-5.1156,-37.9179,-0.662506,64.8431,-49.8809,33.1382,14.5295,18.2943,0,0,0,3.16499,44.0561,-0.163153,0,0,0.139316,0,0.0530069,2.384,489,67,20,14,15,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL1_relaxed_model_3_multimer_v3_pred_1.pdb,-17.8,9.4e-14,FALSE,FALSE,Not Wet Hit
MERS-CoV-N__CCL18,MERS-CoV-N,CCL18,8,./results/MERS-CoV-N__CCL18/run1/structures/it1/water/MERS-CoV-N__CCL18_177w.pdb,4,-69.87,11.25,-64.16,10.17,-57.14,22.09,3044.64,151.63,-2.184,1.684,51,0,0,0,2062.243,144.641,226.696,15.781,-11.8,2.2e-9,34.0954,2.95016,-4.94908,280.544,11.5271,β-Chemokine,0.6914016023344134,MERS-CoV-N__CCL18,model_2_multimer_v3_pred_2,0.206354865,0.964815031206561,1.17116989572272,FALSE,A,B,56.1763,9.4779,8.16057,-5.47666,-14.2759,-22.7377,-0.578314,42.7552,-25.1714,10.7463,11.6995,9.89403,0,0,0,0.618242,7.06961,0.381329,0,0,0.157385,0,0.148563,2.384,480,52,3,3,1,FALSE,./best_AF2_and_GDock/MERS-CoV-N_CCL18_relaxed_model_2_multimer_v3_pred_2.pdb,-13.3,1.9e-10,FALSE,FALSE,Not Wet Hit
RaTG13-N__IL-6Ralpha,RaTG13-N,IL-6Ralpha,2,./results/RaTG13-N__IL-6Ralpha/run1/structures/it1/water/RaTG13-N__IL-6Ralpha_4w.pdb,3,-124.61,13.69,-81.12,13.73,-434.98,15.59,5348.6,293.43,12.341,2.634,87.33,0,0,0,3398.567,278.974,379.088,33.724,-15.4,5.5e-12,30.3333,47.8739,-4.94534,254.318,200.825,Interleukin,0.09770639374920631,RaTG13-N__IL-6Ralpha,model_2_multimer_v3_pred_0,0.505582117,0.83952753099303,1.34510964847691,TRUE,A,B,90.9482,51.5228,-2.56404,-4.13363,-12.2968,-26.1086,-5.88689,45.386,-28.8167,4.62867,17.1609,8.01539,0,0,0,0.397834,5.72751,0.0869354,0,0,-1.038,0,0.0408166,2.384,868,76,1,0,1,FALSE,./best_AF2_and_GDock/RaTG13-N_IL-6Ralpha_relaxed_model_2_multimer_v3_pred_0.pdb,-14.3,3.2e-11,FALSE,FALSE,Not Wet Hit
OC43-N__CXCL7,OC43-N,CXCL7,2,./results/OC43-N__CXCL7/run1/structures/it1/water/OC43-N__CXCL7_99w.pdb,7,-96.08,4.99,-70.89,6.25,-251.89,63.97,3417.33,317.05,-2.353,4.449,58.14,0,0,0,2666.819,148.677,213.492,26.91,-14.9,1.3e-11,31.3207,4.65252,-4.90467,292.628,58.2029,α-Chemokine,0.7985957062499249,OC43-N__CXCL7,model_4_multimer_v3_pred_4,0.299452657,0.92979811864845,1.22925077583657,TRUE,A,B,24.7856,3.13547,-5.71337,-6.07627,-8.22204,-36.4144,-2.67192,51.6762,-48.348,3.87598,21.875,18.4242,0,0,0,0.738129,19.5465,0.066214,0,8.88e-16,-0.692813,0,0.0563222,2.384,542,103,5,0,5,FALSE,./best_AF2_and_GDock/OC43-N_CXCL7_relaxed_model_4_multimer_v3_pred_4.pdb,-15.2,7.5e-12,FALSE,FALSE,Not Wet Hit
RaTG13-N__CCL3,RaTG13-N,CCL3,2,./results/RaTG13-N__CCL3/run1/structures/it1/water/RaTG13-N__CCL3_184w.pdb,4,-92.86,23.92,-74.57,20.06,-182.91,39.91,3026.14,26.96,7.786,4.661,49.25,0,0,0,2180.915,270.73,199.249,34.366,-14.1,4.8e-11,29.3667,4.81566,-4.89715,260.838,20.8798,β-Chemokine,0.09770639374920631,RaTG13-N__CCL3,model_1_multimer_v3_pred_0,0.420586912,0.905081427520317,1.32566833929967,FALSE,A,B,20.3611,3.71977,4.1141,-6.35209,-10.3079,-22.5138,-8.94557,42.8143,-26.1759,21.3984,10.1054,6.57064,0,0,0,0.628668,16.0929,-1.23864,0,0,-1.86949,0,0,2.384,485,69,5,4,3,FALSE,./best_AF2_and_GDock/RaTG13-N_CCL3_relaxed_model_1_multimer_v3_pred_0.pdb,-12.1,1.3e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CXCL2,SARS-CoV-2-BA.4-N,CXCL2,3,./results/SARS-CoV-2-BA.4-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL2_109w.pdb,6,-87.83,15.83,-64.04,11.99,-237.87,40.5,2631.58,166.84,17.992,5.502,43.5,0,0,0,2312.827,182.105,169.531,18.626,-12.8,4.2e-10,31.0938,2.5002,-4.89154,273.918,20.3006,α-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CXCL2,model_1_multimer_v3_pred_3,0.43690058,0.970682318417261,1.40758289813645,TRUE,A,B,10.7326,1.98222,-13.8864,-6.65344,-6.56796,-12.797,-0.694633,15.6877,-18.0279,0.0862132,10.8575,4.49513,0,0,0,0.0576321,1.35879,0.0959597,0,0,-0.425688,0,-5.55e-17,2.384,489,44,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-10.2,3.4e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__IL-10,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-10,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-10/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-10_14w.pdb,4,-80.16,2.5,-41.84,6.25,-383.18,42.3,3608.8,248.48,28.31,1.151,61.5,0,0,0,2409.345,93.994,270.715,23.012,-11.1,6.9e-9,27.3343,9.39178,-4.87095,275.817,-2.21008,Interleukin,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__IL-10,model_2_multimer_v3_pred_0,0.161215332,0.884055966742557,1.04527129924202,TRUE,A,B,34.721,4.24285,-4.56033,-1.13581,-2.43987,-11.7555,-1.35043,15.5954,-15.887,0.631109,8.22794,4.45442,0,0,0,0.0374589,4.83089,-0.16714,0,0,-0.770894,0,1.11e-16,2.384,579,31,2,0,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-10_relaxed_model_2_multimer_v3_pred_0.pdb,-9,2.5e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CCL25,SARS-CoV-2-B.1.1-N,CCL25,20,./results/SARS-CoV-2-B.1.1-N__CCL25/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL25_160w.pdb,2,-119.16,2.64,-90.03,1.29,-291.26,13.45,2929.3,98.5,7.827,2.649,51,0,0,0,3161.155,34.145,152.473,8.519,-12.5,7.3e-10,26.975,23.4701,-4.86895,280.636,88.1337,β-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CCL25,model_4_multimer_v3_pred_3,0.509958616,0.680344073075428,1.19030268864484,TRUE,A,B,11.8574,11.3795,-12.7329,-5.08167,-3.12077,-20.9284,-4.02049,30.8394,-25.3603,1.40798,6.8332,7.47964,0,0,0,0.185956,4.41728,-0.0976239,0,0,-0.873704,0,0.00386354,2.384,545,65,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL25_relaxed_model_4_multimer_v3_pred_3.pdb,-15.1,8.5e-12,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-B.1.1.529-N__CXCL12beta,SARS-CoV-2-B.1.1.529-N,CXCL12beta,2,./results/SARS-CoV-2-B.1.1.529-N__CXCL12beta/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL12beta_13w.pdb,9,-93.39,14.15,-69.68,12.11,-237.09,53.35,2918.3,143.9,10.298,4.979,46.33,0,0,0,2463.29,231.64,185.032,28.053,-13,3.1e-10,32.0189,4.3906,-4.86416,261.484,27.4395,α-Chemokine,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__CXCL12beta,model_3_multimer_v3_pred_4,0.307859248,0.880014977657011,1.18787422524269,FALSE,A,B,61.3899,26.794,138.589,-1.94225,-6.42683,-21.9541,-1.32981,40.8623,-28.3608,136.996,12.1246,8.23853,0,0,0,0.988967,148.866,-0.0196909,0,0,-0.647136,0,0.059453400000000003,2.384,488,51,20,19,17,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL12beta_relaxed_model_3_multimer_v3_pred_4.pdb,-11.8,2.1e-9,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-XBB-N__IFNlambda1,SARS-CoV-2-XBB-N,IFNlambda1,1,./results/SARS-CoV-2-XBB-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-XBB-N__IFNlambda1_162w.pdb,6,-84.23,2.31,-52.79,2.91,-314.38,20.66,3522.24,202.3,22.459,3.482,58.17,0,0,0,2519.313,137.871,259.016,17.428,-11.1,7.4e-9,25.5067,9.8737,-4.84549,255.452,41.2939,Interferon,0.10963225241337865,SARS-CoV-2-XBB-N__IFNlambda1,model_3_multimer_v3_pred_1,0.590603016,0.980073509132506,1.57067652470931,TRUE,A,B,27.8098,4.60974,-13.2426,-5.13553,-10.8368,-32.8624,-3.76256,39.0551,-46.3433,20.1263,17.8365,9.84581,0,0,0.0183593,0.456964,9.90437,-0.577037,0,0,-1.11274,0,0.0487325,2.384,597,99,5,5,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IFNlambda1_relaxed_model_3_multimer_v3_pred_1.pdb,-15.6,3.6e-12,FALSE,FALSE,Not Wet Hit
OC43-N__IL-27,OC43-N,IL-27,15,./results/OC43-N__IL-27/run1/structures/it1/water/OC43-N__IL-27_102w.pdb,2,-89.17,0.65,-78.98,0.07,-101.83,7.18,5346.7,93.56,22,0.098,87.5,0,0,0,2857.28,6.68,457.32,10.628,-10.1,4.2e-8,31.7015,29.0329,-4.82935,286.843,29.0638,Interleukin,0.7985957062499249,OC43-N__IL-27,model_1_multimer_v3_pred_0,0.650575534,0.874938508204438,1.5255140418851,TRUE,A,B,39.5517,9.25911,-12.7997,-3.45369,-8.29839,-22.1045,-4.77501,29.9379,-28.5001,2.70823,13.6823,8.16715,0,0,0,1.07587,7.58143,-0.214833,0,0,-1.028,0,0.00338396,2.384,872,62,2,0,2,FALSE,./best_AF2_and_GDock/OC43-N_IL-27_relaxed_model_1_multimer_v3_pred_0.pdb,-21.5,1.7e-16,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__CCL3,SARS-CoV-2-BA.2-N,CCL3,8,./results/SARS-CoV-2-BA.2-N__CCL3/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL3_118w.pdb,4,-96.06,8.97,-72.7,8.08,-233.55,24,2789.63,172.27,17.058,3.04,46.25,0,0,0,2367.33,216.693,176.611,18.863,-13.9,6.8e-11,26.225,4.03343,-4.82746,242.616,14.3986,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.2-N__CCL3,model_4_multimer_v3_pred_0,0.695107196,0.778024328211791,1.47313152435771,TRUE,A,B,12.7209,2.11636,-17.7975,-5.46394,-12.5997,-22.0978,-8.88615,37.6594,-24.8429,1.39518,9.98135,8.56672,0,0,0,0.177664,3.89103,0.0655274,0,8.88e-16,-1.7528,0,0,2.384,482,75,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL3_relaxed_model_4_multimer_v3_pred_0.pdb,-12,1.5e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__IFNomega,SARS-CoV-2-BA.2-N,IFNomega,2,./results/SARS-CoV-2-BA.2-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IFNomega_28w.pdb,4,-83.83,11.32,-62.21,6.11,-216.23,55.45,3394.34,182.17,3.59,2.791,59,0,0,0,2600.153,371.461,226.539,27.753,-10.6,1.7e-8,19.9841,15.3684,-4.82738,248.577,21.9805,Interferon,0.09805806756909202,SARS-CoV-2-BA.2-N__IFNomega,model_5_multimer_v3_pred_2,0.280552088,0.992736336273704,1.27328842383,TRUE,A,B,50.4152,10.4128,-22.6296,-5.24997,-6.75918,-35.4258,-2.96696,41.3658,-51.7666,14.5541,15.5153,6.29763,0,0,0,2.68663,10.8416,-0.25622,0,0,-0.769104,0,0.144792,2.384,590,83,4,4,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IFNomega_relaxed_model_5_multimer_v3_pred_2.pdb,-17.2,2.4e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__TNFalpha,SARS-CoV-2-B.1.351-N,TNFalpha,1,./results/SARS-CoV-2-B.1.351-N__TNFalpha/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__TNFalpha_153w.pdb,9,-103.31,10.65,-64.51,10.09,-387.97,38.14,3314.82,163.95,22.126,4.284,54.78,0,0,0,3132.498,219.807,211.503,13.219,-12.4,8.4e-10,31.1963,9.62372,-4.81168,271.28,44.976,Tumor Necrosis Factor,0.048853196874603155,SARS-CoV-2-B.1.351-N__TNFalpha,model_3_multimer_v3_pred_3,0.203912608,0.933386690494964,1.13729929860715,TRUE,A,B,30.2793,8.1534,-0.463644,-5.54985,-6.07413,-24.797,-2.94411,39.5158,-30.4281,2.71536,14.2832,13.8406,0,0,0,0.162243,15.7555,-0.0867133,0,0,-1.10102,0,0,2.384,576,64,7,0,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_TNFalpha_relaxed_model_3_multimer_v3_pred_3.pdb,-12.3,1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CXCL16,SARS-CoV-2-BA.4-N,CXCL16,1,./results/SARS-CoV-2-BA.4-N__CXCL16/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL16_58w.pdb,8,-57.36,9.76,-35.36,9.64,-220.07,35.29,3806.38,224.27,11.711,4.177,68.88,0,0,0,1827.769,161.078,312.977,27.941,-8.7,3.9e-7,25.8535,32.9368,-4.79174,270.58,190.043,α-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CXCL16,model_3_multimer_v3_pred_1,0.174150129,0.919895826086208,1.09404595546155,FALSE,A,B,29.1277,49.2122,33.5616,-11.5519,-14.8327,-42.3558,-3.32826,74.4493,-50.6705,38.3248,18.6126,19.7256,0,0,0.62,5.39377,53.0191,-0.119308,0,8.88e-16,-0.930776,0,0.224678,2.384,641,92,20,8,14,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-19.1,9.7e-15,FALSE,FALSE,Not Wet Hit
BANAL-20-52-N__CXCL10,BANAL-20-52-N,CXCL10,1,./results/BANAL-20-52-N__CXCL10/run1/structures/it1/water/BANAL-20-52-N__CXCL10_80w.pdb,11,-105.91,12.1,-73.84,8.32,-320.74,56.3,2597.13,129.22,19.78,5.127,47.36,0,0,0,2674.463,157.777,141.509,20.314,-13.7,8.9e-11,18.8384,5.19593,-4.78597,253.873,28.8317,α-Chemokine,0.08461621909897774,BANAL-20-52-N__CXCL10,model_3_multimer_v3_pred_1,0.350075841,0.963069348971012,1.31314519037633,TRUE,A,B,25.1355,2.43679,-7.88892,-5.04152,-8.65803,-20.0147,-0.480517,29.9322,-27.6803,2.12586,14.838,6.81331,0,0,0,0.283597,3.88995,0.154636,0,0,-0.161443,0,0,2.384,496,52,0,0,0,TRUE,./best_AF2_and_GDock/BANAL-20-52-N_CXCL10_relaxed_model_3_multimer_v3_pred_1.pdb,-10.2,3.5e-8,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-BA.4-N__CXCL6,SARS-CoV-2-BA.4-N,CXCL6,3,./results/SARS-CoV-2-BA.4-N__CXCL6/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL6_101w.pdb,5,-99.78,13.54,-77.65,14.87,-221.34,66.92,2775.94,163.37,11.257,4.32,46,0,0,0,2893.718,353.366,166.936,24.042,-15.5,4e-12,22.5918,2.01108,-4.7765,269.851,25.9663,α-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CXCL6,model_3_multimer_v3_pred_0,0.336720119,0.980852345218706,1.31757246418675,TRUE,A,B,21.0245,2.51515,-8.27114,-2.14167,-6.84523,-12.8152,-2.13539,17.8112,-17.6953,0.559321,11.2349,4.31789,0,0,0,0.0433786,2.56737,-0.0153438,0,-8.88e-16,-0.597526,0,0.00785374,2.384,493,42,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL6_relaxed_model_3_multimer_v3_pred_0.pdb,-8.6,5.3e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__XCL1,SARS-CoV-2-BQ.1-N,XCL1,1,./results/SARS-CoV-2-BQ.1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__XCL1_54w.pdb,7,-100.21,8.41,-62.85,6.86,-373.57,63.91,3052.45,128.69,31.077,3.161,53,0,0,0,2655.329,232.612,198.755,18.567,-6.8,9.5e-6,28.8265,6.2834,-4.76584,248.073,55.2867,γ-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__XCL1,model_3_multimer_v3_pred_1,0.192952629,0.963127435955021,1.15608006484123,TRUE,A,B,30.3485,6.33449,-6.44434,-6.37635,-6.16306,-20.7785,-2.01796,29.2835,-27.5784,8.39614,11.7792,6.88455,0,0,0,1.23881,8.16681,-0.245676,0,0,-0.875768,0,0.00920358,2.384,509,51,4,2,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_XCL1_relaxed_model_3_multimer_v3_pred_1.pdb,-12.2,1.1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CXCL10,SARS-CoV-2-P.1-N,CXCL10,6,./results/SARS-CoV-2-P.1-N__CXCL10/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL10_162w.pdb,4,-111.21,9.01,-81.79,7.93,-294.12,12.39,2784.96,181.59,16.332,2.889,50.25,0,0,0,3226.775,43.34,154.21,11.91,-14.4,2.8e-11,23.6214,5.25997,-4.74452,290.24,22.8421,α-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CXCL10,model_3_multimer_v3_pred_3,0.358740217,0.9591303867926,1.31787060381061,TRUE,A,B,16.261,1.87409,-5.30391,-5.44666,-7.34299,-13.6284,0.251983,20.6741,-17.6087,0.192557,11.7639,5.63843,0,0,0,0.0338974,4.5485,0.00622828,0,0,0.161666,0,0,2.384,496,44,2,0,2,TRUE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-8.3,7.6e-7,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-BQ.1-N__CCL8,SARS-CoV-2-BQ.1-N,CCL8,2,./results/SARS-CoV-2-BQ.1-N__CCL8/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL8_63w.pdb,6,-89.01,2.8,-72.78,4.06,-162.25,47.48,3169.07,207.03,2.477,4.201,54.17,0,0,0,2833.582,119.714,214.15,20.794,-11.9,1.9e-9,29.2152,4.98991,-4.73956,264.753,7.91685,β-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__CCL8,model_4_multimer_v3_pred_1,0.227380665,0.971009347406881,1.1983900120219,FALSE,A,B,27.0786,6.37592,2.11393,-5.83073,-6.06412,-17.1231,0.195548,26.5046,-22.6996,7.29083,8.43807,9.33559,0,0,0,1.7637100000000001,10.3125,0,0,0,0.303146,0,4.86e-17,2.384,492,50,6,2,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL8_relaxed_model_4_multimer_v3_pred_1.pdb,-12.4,8.3e-10,FALSE,FALSE,Not Wet Hit
