protein_A,protein_B,experiment,model,iptm+ptm,Interaction Energy,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,is_max
SARS-CoV-2-BQ.1-N,CCL20,SARS-CoV-2-BQ.1-N_CCL20,model_2_multimer_v3_pred_1,0.548022079,-4.07364,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL20/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,39.5072,4.0798,-1.90471,-7.37801,-12.3305,-2.24604,19.6738,-14.7455,1.45486,9.24174,4.58699,0,0,0,0.185916,2.7112,-0.0500729,0,0,-0.562135,0,-8.33E-17,2.384,486,57,0,0,0,FALSE,TRUE
SARS-CoV-N,CXCL4,SARS-CoV-N_CXCL4,model_5_multimer_v3_pred_1,0.276721878,-4.05777,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL4/relaxed_model_5_multimer_v3_pred_1_Repair.pdb,A,B,21.946,6.24434,-5.38776,-5.2718,-14.9273,-0.35249,24.9076,-19.8425,0.562716,9.31911,7.15645,0,0,0,0.456937,4.00315,-0.286203,0,0,-0.506251,0,0.113819,2.384,492,44,1,0,1,TRUE,TRUE
SARS-CoV-2-B.1.1-N,CCL20,SARS-CoV-2-B.1.1-N_CCL20,model_2_multimer_v3_pred_0,0.614115267,-4.0563,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL20/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,15.0991,4.43254,-3.43144,-7.95177,-11.7421,-3.50521,19.8516,-13.1131,2.70088,8.12051,5.68212,0,0,0,0.0632337,2.8807,-0.0275564,0,0,-0.703451,0,2.78E-17,2.384,489,51,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IL-27,SARS-CoV-2-B.1.351-N_IL-27,model_2_multimer_v3_pred_1,0.4430118,-4.02938,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IL-27/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,59.0394,6.65652,-8.34315,-14.0887,-34.6655,-5.20293,56.0711,-40.8453,12.6074,18.9005,9.77324,0,0,0,2.40792,21.5914,-0.138279,0,0,-0.589984,0,0.0843006,2.384,843,73,9,4,8,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,CXCL12alpha,SARS-CoV-2-B.1.1.529-N_CXCL12alpha,model_3_multimer_v3_pred_0,0.351580734,-3.99064,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_CXCL12alpha/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,28.3728,2.73087,-0.932647,-5.42431,-10.2839,-1.20226,15.6348,-13.6202,0.859481,7.28283,4.12625,0,0,0,0.218158,3.73908,2.22E-16,0,0,-0.672533,0,0.0236112,2.384,484,36,1,0,1,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CCL5,SARS-CoV-2-B.1.351-N_CCL5,model_3_multimer_v3_pred_0,0.246525155,-3.97117,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CCL5/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,22.6254,8.2584,-1.55165,-1.48742,-16.6378,-0.282937,20.8265,-22.7346,3.34655,5.9488,7.38079,0,0,0,1.47124,2.83646,-1.44E-15,0,0,-0.250701,0,4.86E-17,2.384,487,47,0,0,0,TRUE,TRUE
BANAL-20-52-N,IL-27,BANAL-20-52-N_IL-27,model_2_multimer_v3_pred_3,0.435588189,-3.9579,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_IL-27/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,49.1745,8.57383,-3.55947,-7.89754,-25.6623,-2.32553,39.5692,-29.9874,4.33283,11.164,9.90619,0,0,0,0.725366,13.6656,0.127506,0,0,-0.393073,0,0.042349,2.384,843,77,6,0,6,FALSE,TRUE
BANAL-20-52-N,IL-6,BANAL-20-52-N_IL-6,model_1_multimer_v3_pred_1,0.287135464,-3.9467,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_IL-6/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,12.4409,7.46186,-0.722116,-6.21119,-8.7688,-0.090065,11.561,-11.3291,2.54674,6.71778,2.3296,0,0,0,0.23616,2.00999,-0.214692,0,0,-0.00198206,0,-2.78E-17,2.384,604,34,0,0,0,FALSE,TRUE
RaTG13-N,IFNomega,RaTG13-N_IFNomega,model_1_multimer_v3_pred_4,0.305422456,-3.91437,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IFNomega/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,36.3187,11.5158,-3.24792,-5.01479,-38.9533,-5.7612,47.8341,-57.9108,34.3086,18.7353,6.26656,0,0,0,1.00997,9.97515,-0.100422,0,0,-1.19423,0,0.113826,2.384,593,99,11,11,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL12beta,SARS-CoV-2-BA.2-N_CXCL12beta,model_3_multimer_v3_pred_2,0.337843373,-3.90699,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL12beta/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,23.5623,3.3543,-6.03609,-14.1538,-18.4438,-2.58877,31.2175,-22.1197,2.40986,17.2491,9.15724,0,0,0,0.104915,4.77743,5.55E-16,0,0,-0.764352,0,0.0609611,2.384,488,46,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,CCL24,SARS-CoV-2-XBB-N_CCL24,model_5_multimer_v3_pred_3,0.249676359,-3.89922,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CCL24/relaxed_model_5_multimer_v3_pred_3_Repair.pdb,A,B,68.6078,1.66703,-1.79148,-5.09518,-8.60456,0.295149,9.62423,-11.5642,1.59907,7.84142,3.61509,0,0,0,0.109075,0.77289,-5.55E-16,0,0,0.0600324,0,0.0121281,2.384,517,35,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CXCL3,SARS-CoV-2-BA.4-N_CXCL3,model_4_multimer_v3_pred_1,0.429009212,-3.88547,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CXCL3/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,22.2942,3.69819,-7.05187,-8.87833,-18.3252,-0.657074,26.2119,-22.5219,9.98098,9.38194,7.98951,0,0,0,0.574058,14.2108,-0.139007,0,0,-0.533396,0,0.0828054,2.384,489,59,5,3,4,FALSE,TRUE
SARS-CoV-2-BA.2-N,IL-1alpha,SARS-CoV-2-BA.2-N_IL-1alpha,model_1_multimer_v3_pred_0,0.255182635,-3.88537,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,35.5017,5.52423,-0.726144,-5.08688,-9.57484,-3.82675,14.575,-12.1506,1.12702,6.74512,5.6702,0,0,0,0.02717,0.638356,-9.37E-16,0,0,-0.66895,0,0.00424658,2.384,566,32,0,0,0,FALSE,TRUE
SARS-CoV-2-WA1-N,IL-23,SARS-CoV-2-WA1-N_IL-23,model_1_multimer_v3_pred_3,0.476144179,-3.87729,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-23/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,C,35.63,6.45,-3.75736,-12.6745,-18.2832,-3.57182,30.8948,-22.0895,0.451663,16.2275,10.0899,0,0,0,0.171017,3.96923,0.0647156,0,0,-1.40042,0,2.22E-16,2.384,895,52,1,0,1,FALSE,TRUE
SARS-CoV-2-BA.2-N,CCL13,SARS-CoV-2-BA.2-N_CCL13,model_4_multimer_v3_pred_3,0.645081007,-3.87396,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CCL13/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,12.0199,3.10919,-2.74029,-4.72101,-11.7553,-1.12122,16.2883,-15.0561,3.4062,7.94933,4.17978,0,0,0,0.170642,2.65484,-0.0703771,0,0,-0.408153,0,0.0042543,2.384,491,37,1,1,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CXCL7,SARS-CoV-2-BQ.1-N_CXCL7,model_4_multimer_v3_pred_2,0.244473049,-3.85721,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CXCL7/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,19.9865,5.93557,-3.4738,-7.40412,-9.70215,-1.45757,16.3446,-11.7102,0.430817,8.04885,5.58158,0,0,0,0.0473336,1.40543,-0.152509,0,8.88E-16,-0.410096,0,2.78E-17,2.384,510,34,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,CXCL16,SARS-CoV-2-BA.1.1-N_CXCL16,model_3_multimer_v3_pred_3,0.174712347,-3.83865,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CXCL16/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,22.6093,54.5119,-3.70369,-10.6305,-13.8809,-2.09955,22.1402,-16.3225,3.36202,9.88992,7.15068,0,0,0.0862605,0.957243,4.23212,-0.0111593,0,0,-0.776685,0,-2.22E-16,2.384,641,43,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL11,SARS-CoV-2-B.1.1-N_CCL11,model_1_multimer_v3_pred_3,0.273623702,-3.81295,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL11/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,14.6609,5.74135,-1.63829,-1.41701,-5.51791,-0.0600128,6.63465,-7.61077,0.972028,3.22518,1.5881,0,0,0,0.0317233,0.659152,-0.00148568,0,0,-0.0260021,0,0.00684655,2.384,493,22,0,0,0,TRUE,TRUE
SARS-CoV-N,CXCL5,SARS-CoV-N_CXCL5,model_4_multimer_v3_pred_2,0.335348228,-3.77964,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL5/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,16.5724,2.8273,-2.73877,-5.71327,-10.8474,-0.792259,15.2159,-13.7942,1.61281,7.94209,5.77726,0,0,0,0.0293958,1.69702,-0.0355557,0,0,-0.456503,0,0.0208654,2.384,499,42,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,XCL1,SARS-CoV-2-B.1.1.7-N_XCL1,model_2_multimer_v3_pred_2,0.218976712,-3.76151,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_XCL1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,26.2483,8.91929,-4.89703,-6.06924,-14.0566,-0.219166,20.7566,-17.9238,3.97764,9.87951,4.48856,0,0,0,0.41721,4.05013,-0.0760542,0,0,-0.0391813,0,0,2.384,512,39,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CXCL12beta,SARS-CoV-2-P.1-N_CXCL12beta,model_3_multimer_v3_pred_2,0.342769643,-3.7602,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CXCL12beta/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,32.196,5.28437,-3.04712,-7.5847,-16.4869,-3.14952,26.7413,-20.5831,1.22073,13.0328,6.66525,0,0,0,0.641619,3.08227,-0.0876756,0,0,-1.20859,0,0.0855712,2.384,491,55,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CCL22,SARS-CoV-2-P.1-N_CCL22,model_4_multimer_v3_pred_2,0.359381048,-3.75559,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CCL22/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,17.2813,10.7552,-1.25676,-9.09229,-15.4546,-4.95377,27.2872,-17.7794,5.88821,7.4796,4.11967,0,0,0,0.946007,2.29892,0.0759552,0,0,-1.06078,0,0.045309,2.384,488,58,2,2,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CCL11,SARS-CoV-2-BQ.1-N_CCL11,model_1_multimer_v3_pred_1,0.260462545,-3.74816,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL11/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,20.4072,5.72131,-1.64944,-1.42699,-6.57146,-0.259029,8.27833,-8.76134,1.45108,3.25219,1.98127,0,0,0,0.0825888,0.848013,0.0175267,0,0,-0.15626,0,0.0133758,2.384,490,26,0,0,0,TRUE,TRUE
RaTG13-N,CCL27,RaTG13-N_CCL27,model_2_multimer_v3_pred_2,0.255632449,-3.74526,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CCL27/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,18.6114,6.88462,-2.36801,-5.03511,-19.2031,-4.26957,28.9644,-26.1536,1.98844,15.34,8.40291,0,0,-2.08E-17,0.0901605,4.3418,0.151209,0,0,-1.82964,0,0.176762,2.384,507,53,0,0,0,FALSE,TRUE
SARS-CoV-2-WA1-N,CCL22,SARS-CoV-2-WA1-N_CCL22,model_1_multimer_v3_pred_0,0.324328615,-3.69943,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CCL22/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,28.6613,6.51028,-2.90173,-12.8478,-15.0755,-2.31529,26.0137,-16.85,4.49603,12.6191,3.80791,0,0,0,0.365628,2.45266,-0.0277004,0,0,-1.09766,0,0.113826,2.384,488,49,1,1,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IL-1alpha,SARS-CoV-2-B.1.1-N_IL-1alpha,model_1_multimer_v3_pred_2,0.262823751,-3.69424,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,30.3759,4.08536,-0.76164,-4.68139,-9.1267,-1.87851,13.4921,-11.55,0.730687,5.99174,4.61458,0,0,2.22E-16,0.014757,1.11387,-1.24E-15,0,0,-0.547506,0,0.00760737,2.384,569,27,0,0,0,FALSE,TRUE
BANAL-20-52-N,IL-23,BANAL-20-52-N_IL-23,model_4_multimer_v3_pred_1,0.501031229,-3.68362,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_IL-23/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,C,55.06,5.68,-2.13293,-7.24073,-9.88559,-4.702,17.2155,-11.7318,0.279178,10.314,6.48633,0,0,0,0.0273419,0.460019,0.0895897,0,0,-2.4025,0,-2.22E-16,2.384,895,52,0,0,0,FALSE,TRUE
MERS-CoV-N,IL-27,MERS-CoV-N_IL-27,model_4_multimer_v3_pred_4,0.445684118,-3.66828,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_IL-27/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,C,23.09,7.33,-0.809718,-4.0113,-1.33713,-0.907613,1.55023,-1.67871,0.0562419,3.87163,0.500761,0,0,0,0.00155075,0.214868,-0.165825,0,0,-0.738388,0,-5.55E-17,2.384,835,13,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CXCL13,SARS-CoV-2-BQ.1-N_CXCL13,model_3_multimer_v3_pred_2,0.330345202,-3.64556,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CXCL13/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,26.5181,5.08319,-4.11338,-3.51162,-10.7511,-2.98862,16.8038,-13.2253,3.74481,6.90237,3.92115,0,0,0,0.0483709,2.855,0.00358515,0,0,-0.47964,0,0,2.384,503,42,1,1,0,FALSE,TRUE
SARS-CoV-2-WA1-N,CCL17,SARS-CoV-2-WA1-N_CCL17,model_1_multimer_v3_pred_4,0.266620063,-3.64112,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CCL17/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,16.5846,9.9787,-4.55205,-4.61028,-11.6395,-2.55388,20.1669,-11.7802,0.926762,4.70128,4.98932,0,0,0,0.93547,5.88039,0.166826,0,0,-0.415117,0,0.0233626,2.384,490,38,2,0,2,FALSE,TRUE
SARS-CoV-2-BA.4-N,CCL19,SARS-CoV-2-BA.4-N_CCL19,model_1_multimer_v3_pred_2,0.249950402,-3.63966,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL19/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,22.8293,3.36437,-3.39515,-4.74513,-10.7124,-3.62525,19.4559,-11.4501,4.04486,3.48603,4.31223,0,0,0,0.478186,5.71329,-0.228018,0,0,-1.26084,0,-2.78E-17,2.384,493,37,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,CCL15,SARS-CoV-2-BA.1.1-N_CCL15,model_4_multimer_v3_pred_0,0.2430119,-3.62232,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CCL15/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,17.9143,6.56211,-4.63611,-6.95304,-21.9395,-5.08071,34.0014,-26.5594,10.6483,7.55132,9.12203,0,0,0,0.947182,5.24897,0.130369,0,0,-0.854248,0,0,2.384,508,64,1,1,0,FALSE,TRUE
BANAL-20-52-N,CCL4L1,BANAL-20-52-N_CCL4L1,model_3_multimer_v3_pred_4,0.271827287,-3.62019,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL4L1/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,31.0396,5.20087,-3.77247,-8.62584,-23.139,-2.20179,35.7816,-28.1222,4.53508,11.0745,10.4926,0,0,0,0.548888,8.37828,0,0,0,-0.191543,0,0,2.384,460,51,2,0,2,FALSE,TRUE
SARS-CoV-2-BA.4-N,CCL22,SARS-CoV-2-BA.4-N_CCL22,model_4_multimer_v3_pred_0,0.523893031,-3.61336,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL22/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,17.631,6.71862,-4.62714,-8.75653,-16.9356,-4.96992,30.0414,-18.9839,4.26024,9.49054,7.43094,0,0,0,0.688542,3.21431,0.0191974,0,0,-1.27114,0,-6.94E-18,2.384,485,55,1,1,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CCL7,SARS-CoV-2-B.1.351-N_CCL7,model_1_multimer_v3_pred_4,0.233229223,-3.60109,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CCL7/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,18.1604,5.25001,-1.76207,-4.2236,-9.57539,-0.427318,14.7123,-11.6954,0.475365,7.04475,1.78901,0,0,0,0.0473979,2.55968,-0.0223,0,0,0.0335466,0,0.00259822,2.384,495,30,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IL-1beta,SARS-CoV-2-B.1.351-N_IL-1beta,model_1_multimer_v3_pred_0,0.240292391,-3.55448,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,23.8528,6.56527,-2.81198,-5.19153,-13.4962,-0.689355,21.8611,-17.8461,3.13576,7.47063,3.87666,0,0,0,0.0776672,1.46647,0.053682,0,0,0.00522287,0,2.78E-17,2.384,572,46,0,0,0,FALSE,TRUE
MERS-CoV-N,CXCL1,MERS-CoV-N_CXCL1,model_2_multimer_v3_pred_3,0.265956133,-3.54662,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_CXCL1/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,24.0067,5.57645,-1.43812,-3.34897,-11.4749,0.0839538,15.0511,-15.1519,3.66923,5.62579,2.72663,0,0,0,0.592784,7.10371,-0.131759,0,8.88E-16,0.23214,0,0.0174538,2.384,484,42,4,2,2,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL11,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL11,model_1_multimer_v3_pred_2,0.288909831,-3.54517,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL11/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,14.3903,6.21435,-1.9931,-1.74919,-6.73112,-0.343308,8.77906,-9.0763,1.42539,3.95474,2.26535,0,0,0,0.0826366,0.731779,0.0179939,0,0,-0.19479,0,0.017464,2.384,493,30,0,0,0,TRUE,TRUE
BANAL-20-52-N,CCL22,BANAL-20-52-N_CCL22,model_4_multimer_v3_pred_1,0.526438729,-3.53288,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL22/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,22.6384,17.617,-2.99583,-7.86865,-17.0706,-5.1219,27.5988,-20.3793,11.0936,7.84396,4.03308,0,0,0,0.54113,3.99447,0.0652225,0,0,-1.31837,0,0.0459512,2.384,488,49,3,3,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CXCL12alpha,SARS-CoV-2-B.1.1-N_CXCL12alpha,model_3_multimer_v3_pred_2,0.380857567,-3.51239,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CXCL12alpha/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,29.1505,2.46532,-2.95032,-5.84409,-17.4655,-1.80857,27.1948,-22.0858,1.68999,11.4331,7.38002,0,0,0,0.177774,5.51975,0.0298463,0,0,-1.26364,0,5.55E-17,2.384,487,63,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CXCL8,SARS-CoV-2-P.1-N_CXCL8,model_2_multimer_v3_pred_1,0.344614202,-3.50384,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CXCL8/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,15.8952,9.13779,-4.16085,-8.46537,-24.0532,-5.7314,35.2007,-31.781,12.4877,16.2784,7.10314,0,0,0,0.528372,3.53362,-0.180443,0,0,-0.823692,0,0.0937106,2.384,496,65,4,4,0,FALSE,TRUE
SARS-CoV-N,IL-35,SARS-CoV-N_IL-35,model_5_multimer_v3_pred_1,0.599066181,-3.49472,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_IL-35/relaxed_model_5_multimer_v3_pred_1_Repair.pdb,A,C,27.82,6.47,-1.4082,-0.6315,-4.9688,-0.0301963,6.20295,-6.63512,0.103669,1.25175,2.57534,0,0,0,0.0344836,0.743251,0,0,0,0.010911,0,5.55E-17,2.384,738,19,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL10,SARS-CoV-2-BA.2-N_CXCL10,model_3_multimer_v3_pred_2,0.342409168,-3.47731,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL10/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,19.9789,3.58135,-2.20745,-5.33317,-13.1102,0.182133,20.7241,-17.6027,0.383142,8.23607,5.12451,0,0,0,0.0526577,4.75316,-0.157969,0,0,0.231574,0,0,2.384,493,43,2,0,2,TRUE,TRUE
SARS-CoV-2-WA1-N,IL-18,SARS-CoV-2-WA1-N_IL-18,model_1_multimer_v3_pred_2,0.23376425,-3.41178,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-18/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,17.6541,7.84153,-4.44592,-10.2689,-8.97466,-0.330015,16.7754,-9.50535,2.52043,6.46863,4.12441,0,0,-2.22E-16,0.481431,0.803501,-0.117904,0,0,-0.202655,0,0.0632695,2.384,575,37,0,0,0,FALSE,TRUE
SARS-CoV-N,CCL17,SARS-CoV-N_CCL17,model_4_multimer_v3_pred_2,0.433137981,-3.3964,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL17/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,12.7737,7.77173,-6.36152,-6.49445,-18.9818,-5.53513,35.4951,-20.9664,4.58446,9.04049,7.15038,0,0,0,0.148667,5.6322,-0.00517032,0,0,-1.4805,0,0.00950993,2.384,493,61,0,0,0,FALSE,TRUE
BANAL-20-52-N,CCL11,BANAL-20-52-N_CCL11,model_1_multimer_v3_pred_0,0.283578204,-3.39335,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL11/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,12.0183,6.47883,-2.28,-3.92959,-7.07821,-0.106403,8.92489,-9.23785,1.82825,5.61555,2.80427,0,0,0,0.0678919,0.859647,0.0377446,0,0,-0.045602,0,0.00570716,2.384,493,25,0,0,0,TRUE,TRUE
