experiment	model	iptm+ptm	gdock	n_protein	cytokine	wet_hit	total_score	negative_energy
SARS-CoV-2-B.1.1-N_CCL26	model_2_multimer_v3_pred_4	0.198563495991647	0.923645916229955	SARS-CoV-2-B.1.1-N	CCL26	True	1.122209412221602	False
SARS-CoV-2-BA.4-N_CCL20	model_5_multimer_v3_pred_3	0.198562920570482	0.734351068871286	SARS-CoV-2-BA.4-N	CCL20	False	0.932913989441768	False
RaTG13-N_IL-18	model_3_multimer_v3_pred_0	0.198558441101342	0.233647963616601	RaTG13-N	IL-18	False	0.432206404717943	True
SARS-CoV-2-B.1.1.529-N_XCL1	model_1_multimer_v3_pred_2	0.19855145426644	0.640150743767605	SARS-CoV-2-B.1.1.529-N	XCL1	False	0.838702198034045	True
SARS-CoV-2-B.1.1-N_IL-1beta	model_4_multimer_v3_pred_3	0.198551307390814	0.32975111994276	SARS-CoV-2-B.1.1-N	IL-1beta	False	0.528302427333574	True
SARS-CoV-2-WA1-N_IL-1beta	model_4_multimer_v3_pred_1	0.198550009843542	0.065478392433478	SARS-CoV-2-WA1-N	IL-1beta	False	0.26402840227702	False
SARS-CoV-2-BQ.1-N_CCL18	model_1_multimer_v3_pred_4	0.198549745041554	0.044470972601055	SARS-CoV-2-BQ.1-N	CCL18	False	0.24302071764260902	True
SARS-CoV-2-P.1-N_CCL1	model_1_multimer_v3_pred_2	0.198543166077112	0.02589864275218	SARS-CoV-2-P.1-N	CCL1	False	0.224441808829292	True
SARS-CoV-2-B.1.351-N_IL-18BP	model_4_multimer_v3_pred_2	0.198536084473733	0.129314512469369	SARS-CoV-2-B.1.351-N	IL-18BP	False	0.32785059694310204	True
SARS-CoV-2-B.1.1.529-N_CCL2	model_1_multimer_v3_pred_1	0.198534414207192	0.013203009047215	SARS-CoV-2-B.1.1.529-N	CCL2	False	0.211737423254407	False
SARS-CoV-2-XBB-N_IFNA2	model_4_multimer_v3_pred_1	0.198532937173536	0.871577497128086	SARS-CoV-2-XBB-N	IFNA2	False	1.070110434301622	True
BANAL-20-52-N_CCL8	model_2_multimer_v3_pred_4	0.19853241497687	0.88513171313239	BANAL-20-52-N	CCL8	False	1.08366412810926	True
SARS-CoV-2-B.1.351-N_CCL4	model_2_multimer_v3_pred_4	0.198532172523154	0.105708548544853	SARS-CoV-2-B.1.351-N	CCL4	False	0.304240721068007	True
SARS-CoV-2-XBB-N_CCL3	model_1_multimer_v3_pred_4	0.198523737055961	0.35261244031608	SARS-CoV-2-XBB-N	CCL3	False	0.551136177372041	True
SARS-CoV-2-BA.1.1-N_IFNbeta	model_4_multimer_v3_pred_0	0.198520809167587	0.496652189873418	SARS-CoV-2-BA.1.1-N	IFNbeta	False	0.695172999041005	True
SARS-CoV-2-WA1-N_CCL7	model_1_multimer_v3_pred_3	0.198520759887654	0.476241534061125	SARS-CoV-2-WA1-N	CCL7	False	0.674762293948779	True
SARS-CoV-2-WA1-N_IL-1beta	model_4_multimer_v3_pred_0	0.198518626210961	0.041801776157618	SARS-CoV-2-WA1-N	IL-1beta	False	0.240320402368579	True
SARS-CoV-2-BA.4-N_CCL2	model_1_multimer_v3_pred_3	0.198510478338688	0.016483915125563	SARS-CoV-2-BA.4-N	CCL2	False	0.214994393464251	False
SARS-CoV-2-BA.1.1-N_CCL1	model_1_multimer_v3_pred_0	0.198501198562241	0.016727836667377	SARS-CoV-2-BA.1.1-N	CCL1	False	0.215229035229618	True
SARS-CoV-2-B.1.1-N_CCL13	model_3_multimer_v3_pred_0	0.198492667569297	0.9244013940584	SARS-CoV-2-B.1.1-N	CCL13	False	1.122894061627697	False
BANAL-20-52-N_CCL24	model_2_multimer_v3_pred_2	0.19848707287233	0.791585534792956	BANAL-20-52-N	CCL24	False	0.990072607665286	True
BANAL-20-52-N_CCL15	model_2_multimer_v3_pred_0	0.198480563438923	0.735244517893249	BANAL-20-52-N	CCL15	False	0.933725081332172	True
SARS-CoV-2-BQ.1-N_CCL17	model_1_multimer_v3_pred_3	0.198477544904967	0.071763332516857	SARS-CoV-2-BQ.1-N	CCL17	False	0.270240877421824	False
SARS-CoV-2-P.1-N_CCL3L1	model_1_multimer_v3_pred_1	0.198476758259664	0.602855120750694	SARS-CoV-2-P.1-N	CCL3L1	False	0.8013318790103581	True
OC43-N_CXCL9	model_1_multimer_v3_pred_4	0.198475207695558	0.794129751223603	OC43-N	CXCL9	True	0.992604958919161	False
OC43-N_IL-1beta	model_3_multimer_v3_pred_3	0.198460154251652	0.039399824908603	OC43-N	IL-1beta	False	0.237859979160255	True
RaTG13-N_IL-18BP	model_2_multimer_v3_pred_0	0.19845695974229	0.631538350262675	RaTG13-N	IL-18BP	False	0.8299953100049651	True
SARS-CoV-2-P.1-N_CCL24	model_2_multimer_v3_pred_4	0.19845466563784	0.309098846410099	SARS-CoV-2-P.1-N	CCL24	False	0.507553512047939	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL27	model_1_multimer_v3_pred_2	0.198454136163522	0.065034051832975	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL27	False	0.263488187996497	True
SARS-CoV-2-BA.2-N_CCL5	model_2_multimer_v3_pred_2	0.198436138043259	0.901977690228253	SARS-CoV-2-BA.2-N	CCL5	True	1.100413828271512	False
SARS-CoV-2-B.1.1.7-N_CCL26	model_1_multimer_v3_pred_3	0.198430677757436	0.339792801575855	SARS-CoV-2-B.1.1.7-N	CCL26	True	0.538223479333291	False
SARS-CoV-2-BA.2-N_CCL16	model_1_multimer_v3_pred_0	0.198427667166898	0.086599778347435	SARS-CoV-2-BA.2-N	CCL16	False	0.285027445514333	False
SARS-CoV-2-B.1.351-N_CCL1	model_3_multimer_v3_pred_2	0.19842657800478	0.388481331592034	SARS-CoV-2-B.1.351-N	CCL1	False	0.586907909596814	False
RaTG13-N_CXCL8	model_5_multimer_v3_pred_0	0.198419317854159	0.63957396022608	RaTG13-N	CXCL8	False	0.837993278080239	True
SARS-CoV-2-B.1.351-N_CCL4	model_1_multimer_v3_pred_1	0.198418303483054	0.466857727471493	SARS-CoV-2-B.1.351-N	CCL4	False	0.665276030954547	True
SARS-CoV-2-B.1.1.7-N_CCL27	model_1_multimer_v3_pred_2	0.198411535530632	0.085294973100822	SARS-CoV-2-B.1.1.7-N	CCL27	False	0.283706508631454	True
SARS-CoV-2-WA1-N_CCL16	model_1_multimer_v3_pred_3	0.198405884583364	0.090592296468111	SARS-CoV-2-WA1-N	CCL16	False	0.288998181051475	True
SARS-CoV-2-BA.2-N_IL-13	model_1_multimer_v3_pred_1	0.198401285686919	0.155488157181494	SARS-CoV-2-BA.2-N	IL-13	False	0.353889442868413	False
OC43-N_CXCL3	model_3_multimer_v3_pred_1	0.198394448204454	0.730800421089602	OC43-N	CXCL3	False	0.9291948692940559	False
SARS-CoV-2-B.1.351-N_CCL8	model_3_multimer_v3_pred_4	0.198393500403789	0.310187261446657	SARS-CoV-2-B.1.351-N	CCL8	False	0.508580761850446	False
SARS-CoV-2-B.1.1.529-N_IL-1beta	model_4_multimer_v3_pred_4	0.198392545947873	0.063815793571936	SARS-CoV-2-B.1.1.529-N	IL-1beta	False	0.262208339519809	True
SARS-CoV-2-B.1.351-N_CXCL12alpha	model_5_multimer_v3_pred_0	0.198379910056664	0.119444935486412	SARS-CoV-2-B.1.351-N	CXCL12alpha	False	0.317824845543076	True
SARS-CoV-2-BA.4-N_CCL19	model_3_multimer_v3_pred_0	0.198376662840441	0.591014442919315	SARS-CoV-2-BA.4-N	CCL19	False	0.789391105759756	True
SARS-CoV-2-BA.4-N_IL-18	model_2_multimer_v3_pred_1	0.198375392414846	0.915515231876825	SARS-CoV-2-BA.4-N	IL-18	False	1.113890624291671	False
SARS-CoV-2-BA.1.1-N_CXCL12beta	model_5_multimer_v3_pred_3	0.198373980052429	0.036680614392891	SARS-CoV-2-BA.1.1-N	CXCL12beta	True	0.23505459444532	False
BANAL-20-52-N_IL-1alpha	model_4_multimer_v3_pred_3	0.198367818756772	0.075523462385869	BANAL-20-52-N	IL-1alpha	False	0.273891281142641	True
SARS-CoV-2-BA.4-N_CCL8	model_3_multimer_v3_pred_3	0.198367180287773	0.907409908568553	SARS-CoV-2-BA.4-N	CCL8	False	1.105777088856326	False
SARS-CoV-2-B.1.1.7-N_CXCL7	model_1_multimer_v3_pred_1	0.198364181173383	0.373309814605072	SARS-CoV-2-B.1.1.7-N	CXCL7	False	0.571673995778455	True
SARS-CoV-2-B.1.1-N_CCL27	model_1_multimer_v3_pred_2	0.198336818601347	0.076006375963924	SARS-CoV-2-B.1.1-N	CCL27	False	0.274343194565271	True
RaTG13-N_CCL1	model_1_multimer_v3_pred_3	0.198336611341512	0.02335268343841	RaTG13-N	CCL1	False	0.221689294779922	False
SARS-CoV-2-BQ.1-N_XCL1	model_1_multimer_v3_pred_4	0.198335323447829	0.336067102133174	SARS-CoV-2-BQ.1-N	XCL1	False	0.5344024255810029	True
SARS-CoV-2-B.1.1.7-N_IL-18	model_4_multimer_v3_pred_1	0.198334255061814	0.075940264411241	SARS-CoV-2-B.1.1.7-N	IL-18	False	0.27427451947305503	True
SARS-CoV-2-B.1.351-N_CCL19	model_1_multimer_v3_pred_2	0.198332594847476	0.295906860575873	SARS-CoV-2-B.1.351-N	CCL19	False	0.494239455423349	False
RaTG13-N_CXCL9	model_4_multimer_v3_pred_2	0.198328232235881	0.526068060949552	RaTG13-N	CXCL9	True	0.7243962931854331	False
SARS-CoV-2-BA.4-N_CXCL9	model_1_multimer_v3_pred_0	0.19832167539167	0.056908604305697	SARS-CoV-2-BA.4-N	CXCL9	True	0.255230279697367	True
SARS-CoV-2-B.1.351-N_IL-18	model_3_multimer_v3_pred_0	0.198312628534949	0.639567980305897	SARS-CoV-2-B.1.351-N	IL-18	False	0.837880608840846	False
SARS-CoV-2-B.1.1.7-N_CCL2	model_2_multimer_v3_pred_4	0.198312448472579	0.850983380814317	SARS-CoV-2-B.1.1.7-N	CCL2	False	1.049295829286896	True
SARS-CoV-2-BA.1.1-N_CCL24	model_2_multimer_v3_pred_4	0.198308813443865	0.380838170973576	SARS-CoV-2-BA.1.1-N	CCL24	False	0.579146984417441	False
SARS-CoV-2-BA.2-N_IL-18	model_4_multimer_v3_pred_3	0.198303460594278	0.824854466674014	SARS-CoV-2-BA.2-N	IL-18	False	1.023157927268292	True
SARS-CoV-2-XBB-N_CXCL7	model_4_multimer_v3_pred_3	0.198289704382929	0.008865470351583	SARS-CoV-2-XBB-N	CXCL7	False	0.207155174734512	False
SARS-CoV-2-B.1.1.529-N_IFNbeta	model_2_multimer_v3_pred_3	0.198286641344423	0.013352103348459	SARS-CoV-2-B.1.1.529-N	IFNbeta	False	0.211638744692882	True
SARS-CoV-2-B.1.1-N_CCL20	model_5_multimer_v3_pred_4	0.198280116911309	0.739003311148152	SARS-CoV-2-B.1.1-N	CCL20	False	0.937283428059461	False
SARS-CoV-2-P.1-N_IFNA2	model_4_multimer_v3_pred_4	0.198279025843356	0.920565795996497	SARS-CoV-2-P.1-N	IFNA2	False	1.118844821839853	True
RaTG13-N_CCL11	model_5_multimer_v3_pred_2	0.19827331301697	0.072307418079505	RaTG13-N	CCL11	True	0.27058073109647496	True
SARS-CoV-2-B.1.1.7-N_CCL3	model_1_multimer_v3_pred_2	0.19826060268852	0.251696495148116	SARS-CoV-2-B.1.1.7-N	CCL3	False	0.44995709783663596	False
SARS-CoV-2-BA.1.1-N_CCL27	model_5_multimer_v3_pred_0	0.198256788534569	0.957887792833803	SARS-CoV-2-BA.1.1-N	CCL27	False	1.156144581368372	False
SARS-CoV-2-B.1.1.7-N_IL-18	model_3_multimer_v3_pred_0	0.198253787482688	0.100564663892346	SARS-CoV-2-B.1.1.7-N	IL-18	False	0.298818451375034	False
SARS-CoV-2-P.1-N_CXCL5	model_5_multimer_v3_pred_1	0.198253556423746	0.734836177232776	SARS-CoV-2-P.1-N	CXCL5	False	0.933089733656522	False
RaTG13-N_XCL1	model_1_multimer_v3_pred_3	0.198242040166406	0.841415010777075	RaTG13-N	XCL1	False	1.039657050943481	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26	model_3_multimer_v3_pred_3	0.19824031151847	0.901305318005909	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL26	True	1.0995456295243788	False
SARS-CoV-2-BA.2-N_CCL1	model_1_multimer_v3_pred_0	0.198238639296004	0.023593997521684	SARS-CoV-2-BA.2-N	CCL1	False	0.221832636817688	False
SARS-CoV-2-B.1.1-N_CXCL12beta	model_5_multimer_v3_pred_3	0.198233216527734	0.214583351239495	SARS-CoV-2-B.1.1-N	CXCL12beta	True	0.412816567767229	True
SARS-CoV-2-B.1.1-N_XCL1	model_4_multimer_v3_pred_2	0.198230378532216	0.101684196826985	SARS-CoV-2-B.1.1-N	XCL1	False	0.299914575359201	True
SARS-CoV-2-BQ.1-N_IFNA2	model_2_multimer_v3_pred_4	0.198214469082049	0.381273065460395	SARS-CoV-2-BQ.1-N	IFNA2	False	0.5794875345424441	True
SARS-CoV-2-B.1.1.7-N_CCL13	model_1_multimer_v3_pred_0	0.198213813422414	0.425648323914399	SARS-CoV-2-B.1.1.7-N	CCL13	False	0.623862137336813	False
SARS-CoV-2-B.1.1.529-N_IFNlambda1	model_4_multimer_v3_pred_3	0.198213735323991	0.181917422290574	SARS-CoV-2-B.1.1.529-N	IFNlambda1	False	0.380131157614565	True
SARS-CoV-2-B.1.351-N_CCL26	model_3_multimer_v3_pred_4	0.198209817760918	0.955734701867395	SARS-CoV-2-B.1.351-N	CCL26	True	1.153944519628313	False
BANAL-20-52-N_CCL14	model_2_multimer_v3_pred_4	0.198209815814049	0.955587152229285	BANAL-20-52-N	CCL14	False	1.153796968043334	False
SARS-CoV-2-B.1.351-N_IL-1alpha	model_4_multimer_v3_pred_3	0.198208461114093	0.052408800113115	SARS-CoV-2-B.1.351-N	IL-1alpha	False	0.250617261227208	True
SARS-CoV-2-WA1-N_CCL7	model_1_multimer_v3_pred_2	0.198189555308898	0.225985959782259	SARS-CoV-2-WA1-N	CCL7	False	0.42417551509115703	False
SARS-CoV-2-BA.4-N_IL-18BP	model_4_multimer_v3_pred_0	0.198185815943716	0.816940760350057	SARS-CoV-2-BA.4-N	IL-18BP	False	1.0151265762937731	False
SARS-CoV-2-BA.1.1-N_IL-18BP	model_5_multimer_v3_pred_3	0.198185152464378	0.107548848140957	SARS-CoV-2-BA.1.1-N	IL-18BP	False	0.305734000605335	True
SARS-CoV-2-BA.2-N_CCL16	model_1_multimer_v3_pred_4	0.198180598748387	0.173515473458583	SARS-CoV-2-BA.2-N	CCL16	False	0.37169607220697	True
SARS-CoV-2-WA1-N_CCL4	model_3_multimer_v3_pred_4	0.198177947542298	0.929460748999202	SARS-CoV-2-WA1-N	CCL4	False	1.1276386965415	False
RaTG13-N_TNFalpha	model_3_multimer_v3_pred_0	0.198173659596376	0.035305274380304	RaTG13-N	TNFalpha	False	0.23347893397668001	False
SARS-CoV-2-B.1.1.7-N_CXCL7	model_4_multimer_v3_pred_0	0.198169297733879	0.527089860944313	SARS-CoV-2-B.1.1.7-N	CXCL7	False	0.725259158678192	False
SARS-CoV-2-WA1-N_CCL2	model_3_multimer_v3_pred_2	0.198158984929479	0.89858661821039	SARS-CoV-2-WA1-N	CCL2	False	1.096745603139869	True
SARS-CoV-2-BQ.1-N_IL-1alpha	model_3_multimer_v3_pred_3	0.198156034955822	0.224647403676272	SARS-CoV-2-BQ.1-N	IL-1alpha	False	0.422803438632094	False
OC43-N_CXCL5	model_3_multimer_v3_pred_3	0.198155470279147	0.956763269995911	OC43-N	CXCL5	False	1.154918740275058	False
SARS-CoV-2-P.1-N_CCL27	model_3_multimer_v3_pred_4	0.198153557314075	0.949050476158118	SARS-CoV-2-P.1-N	CCL27	False	1.147204033472193	True
OC43-N_XCL1	model_5_multimer_v3_pred_3	0.1981515138503	0.7536939603089	OC43-N	XCL1	False	0.9518454741592	True
BANAL-20-52-N_CCL27	model_5_multimer_v3_pred_1	0.198151125709115	0.280290771408782	BANAL-20-52-N	CCL27	False	0.478441897117897	True
SARS-CoV-2-B.1.1.529-N_CCL21	model_4_multimer_v3_pred_1	0.198146591567599	0.916447392889753	SARS-CoV-2-B.1.1.529-N	CCL21	True	1.114593984457352	False
SARS-CoV-2-B.1.351-N_CCL19	model_3_multimer_v3_pred_4	0.198138528751479	0.904597746640172	SARS-CoV-2-B.1.351-N	CCL19	False	1.102736275391651	False
SARS-CoV-2-P.1-N_CCL16	model_3_multimer_v3_pred_1	0.19813839044844	0.930416127859309	SARS-CoV-2-P.1-N	CCL16	False	1.128554518307749	False
MERS-CoV-N_IL-6	model_2_multimer_v3_pred_1	0.198138168508021	0.930424834288158	MERS-CoV-N	IL-6	False	1.128563002796179	False
SARS-CoV-2-WA1-N_IFNbeta	model_5_multimer_v3_pred_2	0.198130975726177	0.252656698371827	SARS-CoV-2-WA1-N	IFNbeta	False	0.450787674098004	True
SARS-CoV-2-BA.2-N_CCL4	model_1_multimer_v3_pred_0	0.198130645360371	0.010789182057721	SARS-CoV-2-BA.2-N	CCL4	False	0.208919827418092	True
SARS-CoV-2-WA1-N_XCL1	model_3_multimer_v3_pred_1	0.198122873767168	0.712915291019726	SARS-CoV-2-WA1-N	XCL1	False	0.9110381647868939	False
BANAL-20-52-N_CCL18	model_2_multimer_v3_pred_4	0.198114604144279	0.699997515689307	BANAL-20-52-N	CCL18	False	0.898112119833586	False
RaTG13-N_IL-18	model_3_multimer_v3_pred_2	0.198111824324733	0.062662761689164	RaTG13-N	IL-18	False	0.260774586013897	True
SARS-CoV-2-BA.2-N_CCL5	model_5_multimer_v3_pred_4	0.198097571664603	0.389365556390166	SARS-CoV-2-BA.2-N	CCL5	True	0.5874631280547691	False
SARS-CoV-2-B.1.1.7-N_IFNgamma	model_1_multimer_v3_pred_0	0.198094039223679	0.009724519262572	SARS-CoV-2-B.1.1.7-N	IFNgamma	False	0.207818558486251	True
SARS-CoV-2-P.1-N_XCL1	model_4_multimer_v3_pred_0	0.198092905080004	0.148454242277304	SARS-CoV-2-P.1-N	XCL1	False	0.34654714735730796	True
SARS-CoV-2-BQ.1-N_CXCL8	model_5_multimer_v3_pred_4	0.198085136356627	0.624713668240564	SARS-CoV-2-BQ.1-N	CXCL8	False	0.822798804597191	False
OC43-N_CXCL7	model_4_multimer_v3_pred_0	0.198074813752272	0.646601046170249	OC43-N	CXCL7	False	0.844675859922521	True
SARS-CoV-N_IFNlambda1	model_2_multimer_v3_pred_2	0.198066436042312	0.056702151254311	SARS-CoV-N	IFNlambda1	False	0.254768587296623	True
SARS-CoV-2-B.1.1.7-N_TNFbeta	model_1_multimer_v3_pred_0	0.198066430386249	0.04040716054763	SARS-CoV-2-B.1.1.7-N	TNFbeta	False	0.238473590933879	False
BANAL-20-52-N_XCL1	model_1_multimer_v3_pred_4	0.198063343415753	0.848381582483757	BANAL-20-52-N	XCL1	False	1.0464449258995099	True
MERS-CoV-N_IL-17a	model_4_multimer_v3_pred_0	0.198052579887799	0.759284564855726	MERS-CoV-N	IL-17a	False	0.957337144743525	True
OC43-N_TNFalpha	model_2_multimer_v3_pred_4	0.198042098051201	0.918104132659433	OC43-N	TNFalpha	False	1.116146230710634	False
SARS-CoV-2-XBB-N_CCL4	model_3_multimer_v3_pred_4	0.198041795897889	0.934214749133345	SARS-CoV-2-XBB-N	CCL4	False	1.132256545031234	False
SARS-CoV-2-BA.4-N_IL-1beta	model_4_multimer_v3_pred_1	0.198040979227388	0.097851552543068	SARS-CoV-2-BA.4-N	IL-1beta	False	0.295892531770456	False
SARS-CoV-2-B.1.351-N_CCL16	model_1_multimer_v3_pred_0	0.198040375548302	0.090298432457979	SARS-CoV-2-B.1.351-N	CCL16	False	0.288338808006281	False
SARS-CoV-2-B.1.351-N_CCL25	model_1_multimer_v3_pred_4	0.198036225248258	0.538405544097025	SARS-CoV-2-B.1.351-N	CCL25	False	0.736441769345283	True
SARS-CoV-N_CCL25	model_2_multimer_v3_pred_1	0.198033735250065	0.971582882390718	SARS-CoV-N	CCL25	False	1.169616617640783	False
SARS-CoV-2-XBB-N_CCL17	model_3_multimer_v3_pred_0	0.198020921756317	0.822995780882075	SARS-CoV-2-XBB-N	CCL17	False	1.021016702638392	False
SARS-CoV-2-BA.2-N_CCL27	model_2_multimer_v3_pred_0	0.198018971279385	0.835923862329754	SARS-CoV-2-BA.2-N	CCL27	False	1.033942833609139	False
SARS-CoV-2-B.1.1.529-N_CXCL5	model_5_multimer_v3_pred_2	0.198012162049998	0.258846582758736	SARS-CoV-2-B.1.1.529-N	CXCL5	False	0.456858744808734	True
SARS-CoV-2-B.1.1-N_CCL25	model_1_multimer_v3_pred_3	0.198008909675386	0.388827781151457	SARS-CoV-2-B.1.1-N	CCL25	False	0.586836690826843	True
SARS-CoV-2-WA1-N_CXCL8	model_5_multimer_v3_pred_4	0.198007492025777	0.642914229451318	SARS-CoV-2-WA1-N	CXCL8	False	0.840921721477095	False
SARS-CoV-2-B.1.1.529-N_IFNlambda1	model_3_multimer_v3_pred_4	0.198005107930102	0.824013457122681	SARS-CoV-2-B.1.1.529-N	IFNlambda1	False	1.022018565052783	True
SARS-CoV-2-B.1.1.529-N_IL-1beta	model_4_multimer_v3_pred_3	0.19800470244211	0.281062581421542	SARS-CoV-2-B.1.1.529-N	IL-1beta	False	0.479067283863652	True
SARS-CoV-2-BA.2-N_CCL4L1	model_1_multimer_v3_pred_4	0.198003441760664	0.369102930371858	SARS-CoV-2-BA.2-N	CCL4L1	False	0.567106372132522	False
SARS-CoV-2-WA1-N_CCL2	model_2_multimer_v3_pred_4	0.198001962179351	0.538072733377001	SARS-CoV-2-WA1-N	CCL2	False	0.736074695556352	True
OC43-N_CXCL12beta	model_1_multimer_v3_pred_1	0.198000770834675	0.485947802332347	OC43-N	CXCL12beta	True	0.6839485731670221	True
SARS-CoV-2-BA.2-N_CCL26	model_2_multimer_v3_pred_0	0.197999458885644	0.966837346929434	SARS-CoV-2-BA.2-N	CCL26	True	1.164836805815078	False
SARS-CoV-2-BA.1.1-N_CCL16	model_1_multimer_v3_pred_2	0.197998287656758	0.086735981294233	SARS-CoV-2-BA.1.1-N	CCL16	False	0.284734268950991	True
MERS-CoV-N_CCL19	model_3_multimer_v3_pred_3	0.197994210351386	0.753546488467278	MERS-CoV-N	CCL19	False	0.951540698818664	False
SARS-CoV-2-B.1.351-N_CCL27	model_4_multimer_v3_pred_0	0.197991670149534	0.105909107385136	SARS-CoV-2-B.1.351-N	CCL27	False	0.30390077753467	False
OC43-N_IL-1beta	model_1_multimer_v3_pred_2	0.197990892018121	0.078377032129542	OC43-N	IL-1beta	False	0.276367924147663	True
BANAL-20-52-N_TNFalpha	model_3_multimer_v3_pred_4	0.197990230071347	0.046256579256403	BANAL-20-52-N	TNFalpha	False	0.24424680932775	False
BANAL-20-52-N_CXCL7	model_5_multimer_v3_pred_1	0.197989629126459	0.890393445927654	BANAL-20-52-N	CXCL7	False	1.088383075054113	False
MERS-CoV-N_CXCL7	model_3_multimer_v3_pred_1	0.197989081922032	0.679772252932238	MERS-CoV-N	CXCL7	False	0.87776133485427	True
SARS-CoV-2-WA1-N_CXCL13	model_5_multimer_v3_pred_4	0.197984449408055	0.516938541495177	SARS-CoV-2-WA1-N	CXCL13	False	0.7149229909032321	True
SARS-CoV-2-XBB-N_IFNA2	model_5_multimer_v3_pred_3	0.197983914851053	0.940010369437826	SARS-CoV-2-XBB-N	IFNA2	False	1.137994284288879	True
BANAL-20-52-N_TNFbeta	model_1_multimer_v3_pred_4	0.197967310395181	0.028359030087817	BANAL-20-52-N	TNFbeta	False	0.22632634048299802	True
SARS-CoV-2-BA.2-N_CCL17	model_3_multimer_v3_pred_1	0.197965369907627	0.960964120293206	SARS-CoV-2-BA.2-N	CCL17	False	1.158929490200833	False
SARS-CoV-2-B.1.1-N_CCL13	model_1_multimer_v3_pred_3	0.197962170074823	0.122095404729053	SARS-CoV-2-B.1.1-N	CCL13	False	0.320057574803876	True
SARS-CoV-2-B.1.1.7-N_IL-1beta	model_3_multimer_v3_pred_2	0.197950272641256	0.856501248549795	SARS-CoV-2-B.1.1.7-N	IL-1beta	False	1.054451521191051	True
SARS-CoV-2-BA.4-N_XCL1	model_4_multimer_v3_pred_3	0.197949507717047	0.579734192372268	SARS-CoV-2-BA.4-N	XCL1	False	0.777683700089315	False
SARS-CoV-2-WA1-N_TNFalpha	model_3_multimer_v3_pred_3	0.197947381601248	0.829246107998716	SARS-CoV-2-WA1-N	TNFalpha	False	1.027193489599964	False
SARS-CoV-N_IFNlambda1	model_4_multimer_v3_pred_1	0.197939534765926	0.320175080282458	SARS-CoV-N	IFNlambda1	False	0.518114615048384	True
SARS-CoV-2-B.1.351-N_CCL1	model_3_multimer_v3_pred_3	0.197936830977217	0.377480802637201	SARS-CoV-2-B.1.351-N	CCL1	False	0.575417633614418	False
SARS-CoV-2-BQ.1-N_CXCL9	model_2_multimer_v3_pred_4	0.197932726074633	0.104091914344348	SARS-CoV-2-BQ.1-N	CXCL9	True	0.302024640418981	True
SARS-CoV-2-P.1-N_CCL19	model_3_multimer_v3_pred_3	0.197928945003832	0.815737767181817	SARS-CoV-2-P.1-N	CCL19	False	1.013666712185649	True
SARS-CoV-N_IL-17a	model_4_multimer_v3_pred_2	0.197928904848474	0.085216839465247	SARS-CoV-N	IL-17a	False	0.28314574431372097	False
SARS-CoV-2-WA1-N_CCL18	model_3_multimer_v3_pred_0	0.197928767121677	0.950241249036337	SARS-CoV-2-WA1-N	CCL18	False	1.148170016158014	False
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-17a	model_1_multimer_v3_pred_0	0.197927091836134	0.180441131710071	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-17a	False	0.37836822354620503	False
SARS-CoV-2-BQ.1-N_IFNA2	model_3_multimer_v3_pred_3	0.197920644343644	0.180857964243692	SARS-CoV-2-BQ.1-N	IFNA2	False	0.37877860858733603	True
RaTG13-N_CCL1	model_1_multimer_v3_pred_0	0.197920339459297	0.033538808820168	RaTG13-N	CCL1	False	0.23145914827946498	True
SARS-CoV-2-XBB-N_CCL3	model_1_multimer_v3_pred_0	0.197899695938896	0.905895989292576	SARS-CoV-2-XBB-N	CCL3	False	1.1037956852314719	False
MERS-CoV-N_IFNbeta	model_1_multimer_v3_pred_2	0.197893424248311	0.257062075506464	MERS-CoV-N	IFNbeta	False	0.454955499754775	True
SARS-CoV-2-BQ.1-N_CCL3L1	model_5_multimer_v3_pred_2	0.197886591197908	0.703284651549623	SARS-CoV-2-BQ.1-N	CCL3L1	False	0.901171242747531	False
SARS-CoV-2-P.1-N_IL-18	model_3_multimer_v3_pred_2	0.197884887932569	0.084487547724591	SARS-CoV-2-P.1-N	IL-18	False	0.28237243565715997	False
SARS-CoV-2-B.1.1.7-N_CXCL7	model_4_multimer_v3_pred_4	0.197881469904811	0.202279369454456	SARS-CoV-2-B.1.1.7-N	CXCL7	False	0.400160839359267	False
SARS-CoV-2-BA.1.1-N_IFNbeta	model_4_multimer_v3_pred_2	0.197872277824274	0.224127462825095	SARS-CoV-2-BA.1.1-N	IFNbeta	False	0.42199974064936896	False
SARS-CoV-2-BA.1.1-N_CXCL7	model_2_multimer_v3_pred_2	0.197867892862447	0.787434708303087	SARS-CoV-2-BA.1.1-N	CXCL7	False	0.985302601165534	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL7	model_1_multimer_v3_pred_4	0.197864134376558	0.130563811744806	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL7	False	0.328427946121364	False
