experiment_name,best_model_pred,iptm+ptm,gdock,total_score,negative_energy,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,af2_foldx_dG,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M
SARS-CoV-2-B.1.351-N__CCL28,model_3_multimer_v3_pred_0,0.19435068,0.944855730025095,1.13920640976292,True,A,B,33.026,6.20055,-4.61039,-9.92247,-7.46106,-23.6236,-0.178582,35.1582,-29.8117,7.28593,12.9315,11.392,0,0,0,0.167292,24.0946,-0.0475473,0,0,-0.50033,0,-2.22E-16,2.384,527,53,9,2,7,True,SARS-CoV-2-B.1.351-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL28_relaxed_model_3_multimer_v3_pred_0.pdb,-13.2,2.2E-10
SARS-CoV-2-B.1.1.7-N__CCL28,model_2_multimer_v3_pred_0,0.196333865,0.962473806033919,1.15880767127157,False,A,B,21.7877,12.771,8.74582,-4.39309,-7.87022,-19.7716,-3.76814,34.7135,-23.6455,16.7831,8.29921,7.36318,0,0,0,2.17273,11.2374,0.097104,0,0,-1.36988,0,0.135376,2.384,527,51,9,6,4,True,SARS-CoV-2-B.1.1.7-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL28_relaxed_model_2_multimer_v3_pred_0.pdb,-14.7,1.5E-11
RaTG13-N__CCL28,model_2_multimer_v3_pred_4,0.204603054,0.94792570853442,1.15252876297128,False,A,B,18.3124,10.8385,8.91177,-4.22378,-9.29682,-22.3521,-1.4553,40.7026,-27.0851,11.5066,9.09774,10.2783,0,0,0,2.21795,21.3083,0.00747175,0,-1.78E-15,-0.557256,0,0.0715687,2.384,527,48,7,2,6,True,RaTG13-N,CCL28,./best_AF2_and_GDock/RaTG13-N_CCL28_relaxed_model_2_multimer_v3_pred_4.pdb,-15.1,7.9E-12
MERS-CoV-N__CCL28,model_4_multimer_v3_pred_1,0.588055307,0.887685613813349,1.47574092036849,True,A,B,15.0687,3.24066,-15.4104,-4.32858,-5.47525,-17.9797,-0.966592,19.2966,-26.7734,4.92661,11.1835,4.802,0,0,0,0.289752,2.62029,-0.160219,0,0,-0.356516,0,0.131406,2.384,519,55,1,1,0,True,MERS-CoV-N,CCL28,./best_AF2_and_GDock/MERS-CoV-N_CCL28_relaxed_model_4_multimer_v3_pred_1.pdb,-12.6,6E-10
SARS-CoV-2-B.1.1.529-N__CCL28,model_4_multimer_v3_pred_0,0.252264934,0.941268108924191,1.1935330430471,False,A,B,22.221,12.8093,33.8389,-12.8587,-17.9588,-55.7357,-1.80716,90.5657,-69.6674,45.5271,27.4276,25.9282,0,0,0,2.65604,32.1596,0.153793,0,0,-0.484691,0,0.0929168,2.384,524,85,21,14,11,True,SARS-CoV-2-B.1.1.529-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL28_relaxed_model_4_multimer_v3_pred_0.pdb,-22.7,2.1E-17
SARS-CoV-2-P.1-N__CCL28,model_2_multimer_v3_pred_3,0.195556919,0.927975167632834,1.12353208690551,False,A,B,22.5778,4.47682,12.9833,-3.61959,-10.1873,-20.0554,-1.86071,31.6328,-24.8228,18.7225,11.4013,10.6291,0,0,0,1.95112,7.98047,-0.0902744,0,1.78E-15,-0.801172,0,0.0837166,2.384,527,55,9,7,3,True,SARS-CoV-2-P.1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-15.5,4.1E-12
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL28,model_2_multimer_v3_pred_3,0.212651128,0.944426766928966,1.15707789469684,False,A,B,94.5236,57.807,210.951,-2.24678,-4.84744,-20.6908,-4.50525,35.7654,-25.5009,220.459,7.74279,5.29502,0,0,0,0.848048,60.7338,0.307579,0,0,-1.68244,0,0.00678799,2.384,527,62,19,17,11,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-19.1,9.5E-15
SARS-CoV-2-BA.2-N__CCL28,model_4_multimer_v3_pred_1,0.230495412,0.973510423986994,1.20400583625813,True,A,B,17.7306,12.9491,-1.0656,-9.2649,-11.7823,-37.9326,-3.60634,58.8166,-47.7087,15.2302,18.498,15.5534,0,0,0,1.86047,20.1009,0.231604,0,-8.88E-16,-1.19904,0,0.23794,2.384,524,72,6,5,3,True,SARS-CoV-2-BA.2-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL28_relaxed_model_4_multimer_v3_pred_1.pdb,-14.9,1.1E-11
SARS-CoV-2-XBB-N__CCL28,model_4_multimer_v3_pred_4,0.21689893,0.943380109333499,1.16027903935673,False,A,B,32.5798,11.8542,28.5864,-5.55985,-10.4775,-58.9249,-4.44345,96.1295,-74.1792,33.9268,26.3146,22.2435,0,0,0,4.73074,38.503,0.172952,0,0,-1.46179,0,0.114982,2.384,524,94,18,10,9,True,SARS-CoV-2-XBB-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL28_relaxed_model_4_multimer_v3_pred_4.pdb,-24.7,8.1E-19
SARS-CoV-2-BA.1.1-N__CCL28,model_3_multimer_v3_pred_2,0.182355302,0.956423284970736,1.13877858720907,False,A,B,29.31,7.58109,1.89848,-5.90328,-11.0801,-25.7936,-2.53542,41.8992,-30.872,6.83002,13.2902,13.0184,0,0,1.74665,2.42682,25.4025,0.162628,0,0,-1.30918,0,0.0182281,2.384,524,48,7,1,6,True,SARS-CoV-2-BA.1.1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL28_relaxed_model_3_multimer_v3_pred_2.pdb,-12.1,1.4E-09
BANAL-20-52-N__CCL28,model_4_multimer_v3_pred_4,0.218957155,0.950809048721018,1.16976620404348,False,A,B,18.988,14.4337,13.4829,-8.70712,-7.32129,-40.6709,-2.58731,63.8113,-52.9958,23.5833,16.2447,15.4851,0,0,0.0715178,7.25259,60.1361,-0.0095328,0,0,-0.694367,0,0.0206935,2.384,527,78,19,8,15,True,BANAL-20-52-N,CCL28,./best_AF2_and_GDock/BANAL-20-52-N_CCL28_relaxed_model_4_multimer_v3_pred_4.pdb,-16,2E-12
SARS-CoV-2-B.1.1-N__CCL28,model_2_multimer_v3_pred_1,0.202914242,0.950760118179544,1.15367436064172,False,A,B,25.2113,9.10699,5.78146,-4.41336,-11.7708,-21.0535,-2.5653,37.181,-24.9826,13.1307,6.53625,13.3452,0,0,0,1.25314,12.8265,-0.0142372,0,-1.78E-15,-0.958459,0,0.093413,2.384,527,50,6,3,4,True,SARS-CoV-2-B.1.1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL28_relaxed_model_2_multimer_v3_pred_1.pdb,-16.2,1.3E-12
SARS-CoV-2-BQ.1-N__CCL28,model_3_multimer_v3_pred_2,0.182216286,0.978079438086887,1.16029572411646,False,A,B,31.0766,10.177,5.98628,-2.03523,-5.12452,-15.6319,-0.705456,27.4071,-18.5641,7.2493,5.29548,6.52688,0,0,0,2.0283,22.994,0.0438864,0,0,-0.511837,0,0.00843178,2.384,524,33,9,2,8,True,SARS-CoV-2-BQ.1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL28_relaxed_model_3_multimer_v3_pred_2.pdb,-10.6,1.8E-08
SARS-CoV-2-BA.4-N__CCL28,model_4_multimer_v3_pred_0,0.342244705,0.971693379665898,1.31393808447461,False,A,B,61.2631,7.87403,2.43929,-9.01765,-12.9389,-39.7168,-2.19785,60.4574,-54.0306,23.5399,21.4973,14.4038,0,0,0,1.38832,18.648,0.232233,0,0,-1.2682,0,0.0903151,2.384,524,84,10,8,3,True,SARS-CoV-2-BA.4-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL28_relaxed_model_4_multimer_v3_pred_0.pdb,-20.1,1.8E-15
SARS-CoV-2-WA1-N__CCL28,model_2_multimer_v3_pred_3,0.20757065,0.97810931830447,1.18567996826099,True,A,B,31.692,11.0338,-0.987037,-4.73181,-7.54788,-19.7038,-5.548,32.8447,-24.0024,13.32,8.63733,6.39936,0,0,0,1.03272,4.84848,-0.117783,0,0,-1.56947,0,-2.22E-16,2.384,527,53,7,7,1,True,SARS-CoV-2-WA1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-13.5,1.2E-10
OC43-N__CCL28,model_4_multimer_v3_pred_3,0.608246551,0.91376934097292,1.52201589150617,True,A,B,21.3939,3.00286,-24.4678,-8.03873,-14.5869,-28.2303,-5.93171,35.6567,-39.2561,2.38562,25.2051,10.5215,0,0,0,0.760418,4.94686,-0.399309,0,-1.78E-15,-2.67507,0,0.1211,2.384,556,84,0,0,0,True,OC43-N,CCL28,./best_AF2_and_GDock/OC43-N_CCL28_relaxed_model_4_multimer_v3_pred_3.pdb,-14.7,1.7E-11
SARS-CoV-N__CCL28,model_4_multimer_v3_pred_1,0.341217178,0.950298056716235,1.29151523421685,True,A,B,18.0972,8.56304,-18.2517,-3.52663,-14.8064,-26.9064,-5.64383,40.5398,-35.7171,4.32509,16.7815,6.73449,0,0,0,0.96337,7.58992,0.387608,0,0,-1.49342,0,0.110202,2.384,530,66,1,1,0,True,SARS-CoV-N,CCL28,./best_AF2_and_GDock/SARS-CoV-N_CCL28_relaxed_model_4_multimer_v3_pred_1.pdb,-14.4,3E-11
SARS-CoV-2-B.1.351-N__CXCL10,model_3_multimer_v3_pred_3,0.332260799,0.976002897399696,1.30826369681532,False,A,B,22.8998,3.94797,6.50864,-4.32086,-5.54216,-18.2992,-0.421574,28.6374,-24.0263,11.7078,10.4363,7.90552,0,0,0,0.141348,9.73982,0.1311,0,0,0.159251,0,0,2.384,496,53,4,3,3,True,SARS-CoV-2-B.1.351-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-10.2,3.1E-08
SARS-CoV-2-B.1.1.7-N__CXCL10,model_3_multimer_v3_pred_0,0.369588297,0.959753160854245,1.32934145801378,True,A,B,22.4447,2.23026,-11.6512,-8.72831,-10.6773,-17.0791,0.0569587,25.0229,-23.0384,1.47679,14.968,6.23391,0,0,0,0.0804347,3.13144,0.0861327,0,0,-0.0532566,0,0,2.384,496,52,0,0,0,True,SARS-CoV-2-B.1.1.7-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-9.5,9.9E-08
RaTG13-N__CXCL10,model_4_multimer_v3_pred_4,0.327120944,0.953328039371282,1.28044898305141,True,A,B,16.5373,3.1337,-2.32382,-2.14392,-6.80195,-12.9651,-0.483686,18.8475,-17.6673,4.46925,10.0986,4.11448,0,0,0,0.0874145,5.89554,-0.0156099,0,0,0.136544,0,0,2.384,496,34,2,1,1,True,RaTG13-N,CXCL10,./best_AF2_and_GDock/RaTG13-N_CXCL10_relaxed_model_4_multimer_v3_pred_4.pdb,-8.6,4.6E-07
MERS-CoV-N__CXCL10,model_4_multimer_v3_pred_3,0.601197332,0.98340939031905,1.58460672258668,False,A,B,69.0656,10.7791,22.7726,-7.93861,-6.83433,-35.3391,-2.5063,54.0107,-47.4886,34.7528,13.9625,14.5892,0,0,2.02197,4.27866,21.7485,-0.172059,0,0,-0.678107,0,0.113826,2.384,488,75,11,10,6,True,MERS-CoV-N,CXCL10,./best_AF2_and_GDock/MERS-CoV-N_CXCL10_relaxed_model_4_multimer_v3_pred_3.pdb,-17.9,8E-14
SARS-CoV-2-B.1.1.529-N__CXCL10,model_3_multimer_v3_pred_2,0.346278472,0.957403439958451,1.30368191211722,True,A,B,25.4588,2.28932,-4.01762,-2.9207,-2.76787,-12.0096,-0.496389,18.5225,-16.5706,0.393758,6.80799,5.01696,0,0,0,0.0245374,2.44461,-0.122193,0,0,0.104026,0,0,2.384,493,42,0,0,0,True,SARS-CoV-2-B.1.1.529-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL10_relaxed_model_3_multimer_v3_pred_2.pdb,-7.9,1.6E-06
SARS-CoV-2-P.1-N__CXCL10,model_3_multimer_v3_pred_3,0.358740217,0.9591303867926,1.31787060381061,True,A,B,16.261,1.87409,-5.30391,-5.44666,-7.34299,-13.6284,0.251983,20.6741,-17.6087,0.192557,11.7639,5.63843,0,0,0,0.0338974,4.5485,0.00622828,0,0,0.161666,0,0,2.384,496,44,2,0,2,True,SARS-CoV-2-P.1-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-8.3,7.6E-07
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL10,model_3_multimer_v3_pred_0,0.39922625,0.941033932395815,1.34026018195962,True,A,B,22.4226,1.84332,-2.11536,-2.78676,-5.61797,-12.613,-1.38103,19.6026,-17.1193,0.614509,9.79424,7.3264,0,0,0,0.14754,4.04046,0.0562887,0,0,-0.138928,0,0,2.384,496,44,2,0,2,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-8.8,3.8E-07
SARS-CoV-2-BA.2-N__CXCL10,model_3_multimer_v3_pred_2,0.342409168,0.962647638994521,1.30505680716792,True,A,B,19.9789,3.58135,-3.47731,-2.20745,-5.33317,-13.1102,0.182133,20.7241,-17.6027,0.383142,8.23607,5.12451,0,0,0,0.0526577,4.75316,-0.157969,0,0,0.231574,0,0,2.384,493,43,2,0,2,True,SARS-CoV-2-BA.2-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL10_relaxed_model_3_multimer_v3_pred_2.pdb,-8.2,1E-06
SARS-CoV-2-XBB-N__CXCL10,model_3_multimer_v3_pred_3,0.348664932,0.975252869484399,1.32391780138765,True,A,B,23.839,4.48328,-3.03954,-3.62339,-3.23082,-12.4146,0.899148,18.3419,-16.8813,1.77327,6.26189,5.41961,0,0,0,0.121851,7.0446,-0.00237465,0,0,0.29519,0,0,2.384,493,38,2,0,2,True,SARS-CoV-2-XBB-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-8.5,5.9E-07
SARS-CoV-2-BA.1.1-N__CXCL10,model_3_multimer_v3_pred_3,0.345328117,0.97409283269673,1.31942094923625,True,A,B,24.965,2.07806,-7.7199,-5.28777,-10.4327,-17.3677,0.367103,24.9877,-23.3785,0.660486,14.4238,7.83933,0,0,0,0.116322,4.93882,-0.121996,0,0,0.473902,0,0,2.384,493,53,0,0,0,True,SARS-CoV-2-BA.1.1-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-10.3,2.9E-08
BANAL-20-52-N__CXCL10,model_3_multimer_v3_pred_1,0.350075841,0.963069348971012,1.31314519037633,True,A,B,25.1355,2.43679,-7.88892,-5.04152,-8.65803,-20.0147,-0.480517,29.9322,-27.6803,2.12586,14.838,6.81331,0,0,0,0.283597,3.88995,0.154636,0,0,-0.161443,0,0,2.384,496,52,0,0,0,True,BANAL-20-52-N,CXCL10,./best_AF2_and_GDock/BANAL-20-52-N_CXCL10_relaxed_model_3_multimer_v3_pred_1.pdb,-10.2,3.5E-08
SARS-CoV-2-B.1.1-N__CXCL10,model_3_multimer_v3_pred_0,0.351300956,0.965971438548059,1.31727239431479,True,A,B,21.2009,2.32582,-7.72258,-4.16851,-8.27364,-14.6799,0.184137,21.5617,-19.8651,0.651943,9.55342,7.27186,0,0,0,0.0576756,4.78905,0.0589548,0,0,-0.0750839,0,0,2.384,496,41,2,0,2,True,SARS-CoV-2-B.1.1-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-8.9,2.9E-07
SARS-CoV-2-BQ.1-N__CXCL10,model_3_multimer_v3_pred_0,0.345637181,0.966763450176577,1.31240063108986,True,A,B,27.096,2.2202,-7.58146,-6.36688,-7.79181,-21.0922,-0.097998,29.9173,-29.053,4.10285,15.072,7.50896,0,0,0,0.255597,4.73856,0.0502207,0,0,-0.0865785,0,0,2.384,493,59,0,0,0,True,SARS-CoV-2-BQ.1-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-11.3,5.4E-09
SARS-CoV-2-BA.4-N__CXCL10,model_3_multimer_v3_pred_0,0.339889428,0.945654338304836,1.28554376665852,True,A,B,34.3421,2.54938,-6.97588,-5.12565,-9.99499,-17.5698,-1.146,27.6701,-23.7613,0.914003,14.2486,6.9764,0,0,0.134954,0.437155,6.36881,0.40381,0,0,-0.163172,0,0,2.384,493,52,2,0,2,True,SARS-CoV-2-BA.4-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-10.3,2.8E-08
SARS-CoV-2-WA1-N__CXCL10,model_1_multimer_v3_pred_3,0.271632565,0.964208690306186,1.23584125527699,False,A,B,69.3692,12.3828,15.4246,-13.3147,-20.095,-56.7578,-6.02977,101.271,-71.1049,18.1563,27.5265,28.0315,0,0,0.330861,8.1282,22.2369,-0.0418968,0,0,-0.676135,0,0,2.384,496,116,8,4,4,True,SARS-CoV-2-WA1-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL10_relaxed_model_1_multimer_v3_pred_3.pdb,-23.7,4.5E-18
OC43-N__CXCL10,model_5_multimer_v3_pred_3,0.262764028,0.957467895102386,1.22023192354246,True,A,B,21.3085,4.41301,-5.70112,-4.73779,-7.48678,-22.1748,-3.29039,33.6023,-28.4638,3.00002,16.2535,8.32374,0,0,0,0.140741,9.84202,-0.0758034,0,0,-0.79213,0,0,2.384,525,64,2,0,2,True,OC43-N,CXCL10,./best_AF2_and_GDock/OC43-N_CXCL10_relaxed_model_5_multimer_v3_pred_3.pdb,-11.7,2.6E-09
SARS-CoV-N__CXCL10,model_3_multimer_v3_pred_4,0.312828489,0.974193701818503,1.28702219085928,True,A,B,25.6937,6.86159,-2.61798,-4.73167,-4.69807,-13.6893,0.516487,18.9424,-18.4196,5.21144,8.67264,5.17478,0,0,0,0.234908,5.08694,-0.0987002,0,-8.88E-16,0.266694,0,0,2.384,499,48,4,2,2,True,SARS-CoV-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-N_CXCL10_relaxed_model_3_multimer_v3_pred_4.pdb,-9.2,1.9E-07
SARS-CoV-2-B.1.351-N__CCL5,model_3_multimer_v3_pred_2,0.23821864,0.952302968545105,1.19052160900331,False,A,B,18.0043,5.67172,1.32125,-4.44119,-2.89248,-26.135,-0.780587,39.1359,-33.8554,6.63891,10.4776,11.8457,0,0,0,1.81283,12.3193,2.78E-16,0,0,-0.485035,0,4.86E-17,2.384,487,59,3,1,2,True,SARS-CoV-2-B.1.351-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-15.9,2.2E-12
SARS-CoV-2-B.1.1.7-N__CCL5,model_3_multimer_v3_pred_0,0.232481022,0.983243780007261,1.21572480243743,True,A,B,24.7694,7.18515,-2.07505,-3.84049,-7.17563,-22.8628,-1.25013,31.6772,-30.0165,8.28508,12.2778,10.0216,0,0,0,1.35416,10.1098,4.44E-16,0,0,-0.545229,0,-6.94E-18,2.384,487,58,4,2,2,True,SARS-CoV-2-B.1.1.7-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL5_relaxed_model_3_multimer_v3_pred_0.pdb,-14.3,3.3E-11
RaTG13-N__CCL5,model_3_multimer_v3_pred_2,0.243235697,0.979680710057744,1.22291640720537,False,A,B,21.9661,7.30544,1.54149,-3.49667,-4.3906,-22.529,-1.39321,31.0968,-29.3455,6.08438,10.8418,14.385,0,0,0,0.979828,9.52942,2.78E-16,0,0,-0.691353,0,-6.25E-17,2.384,487,60,3,0,3,True,RaTG13-N,CCL5,./best_AF2_and_GDock/RaTG13-N_CCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-13.9,6.5E-11
MERS-CoV-N__CCL5,model_1_multimer_v3_pred_3,0.314239619,0.964137125780786,1.27837674510169,True,A,B,13.3593,5.11822,-7.0219,-3.46132,-10.4989,-18.3451,-4.44047,31.3448,-20.9022,3.16108,10.4461,5.81207,0,0,0,1.18835,17.5166,0.167174,0,-8.88E-16,-1.49351,0,4.86E-17,2.384,479,54,5,1,5,True,MERS-CoV-N,CCL5,./best_AF2_and_GDock/MERS-CoV-N_CCL5_relaxed_model_1_multimer_v3_pred_3.pdb,-8.9,2.8E-07
SARS-CoV-2-B.1.1.529-N__CCL5,model_4_multimer_v3_pred_3,0.236139359,0.981059741795011,1.21719910118957,True,A,B,14.4008,5.31915,-2.89139,-6.361,-13.2859,-25.9202,-5.37895,45.7622,-29.3746,4.78289,15.7865,12.9398,0,0,0,0.315151,11.8049,-1.05102,0,0,-1.15555,0,0.0491403,2.384,484,64,5,1,5,True,SARS-CoV-2-B.1.1.529-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL5_relaxed_model_4_multimer_v3_pred_3.pdb,-11.5,3.8E-09
SARS-CoV-2-P.1-N__CCL5,model_3_multimer_v3_pred_3,0.233304568,0.979738238767112,1.21304280672512,False,A,B,21.7969,10.168,5.86919,-4.03971,-6.31742,-23.806,-1.01899,35.158,-30.8555,10.7472,12.2728,13.1986,0,0,0,1.1651,13.9752,0,0,-8.88E-16,-0.643527,0,0.00867276,2.384,487,63,6,3,4,True,SARS-CoV-2-P.1-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL5_relaxed_model_3_multimer_v3_pred_3.pdb,-14.6,2.1E-11
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL5,model_3_multimer_v3_pred_0,0.245296779,0.924634985388265,1.16993176410647,False,A,B,18.0894,6.30406,1.94034,-5.71499,-9.60375,-19.149,-2.07039,32.8535,-23.2549,9.06046,10.0208,9.76237,0,0,0,0.582631,9.24996,-0.0371775,0,0,-0.522794,0,0.0135301,2.384,487,49,4,3,3,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL5_relaxed_model_3_multimer_v3_pred_0.pdb,-11,9E-09
SARS-CoV-2-BA.2-N__CCL5,model_3_multimer_v3_pred_1,0.274783709,0.948577340647294,1.22336104953689,True,A,B,20.7836,5.42362,-4.79673,-4.59228,-7.04008,-21.5931,-1.10537,32.0958,-27.9995,6.48724,10.915,7.99126,0,0,0,0.729107,6.74678,0.00380459,0,0,-0.688576,0,-6.94E-18,2.384,484,53,3,2,1,True,SARS-CoV-2-BA.2-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL5_relaxed_model_3_multimer_v3_pred_1.pdb,-10.7,1.5E-08
SARS-CoV-2-XBB-N__CCL5,model_3_multimer_v3_pred_4,0.23544648,0.971661514005678,1.20710799365147,False,A,B,26.0825,8.96218,3.8877,-4.26828,-4.99363,-20.232,-1.25891,30.9637,-25.5969,6.75728,9.49085,11.7974,0,0,0,1.85794,8.14598,-4.16E-16,0,0,-0.629788,0,4.86E-17,2.384,484,50,3,1,2,True,SARS-CoV-2-XBB-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL5_relaxed_model_3_multimer_v3_pred_4.pdb,-12.2,1E-09
SARS-CoV-2-BA.1.1-N__CCL5,model_3_multimer_v3_pred_0,0.21951037,0.97343716740236,1.192947537663,False,A,B,23.265,8.16444,0.125581,-5.21611,-2.79408,-24.4413,-1.1023,34.7199,-32.2685,7.7361,9.7488,13.3144,0,0,0,0.96949,13.6608,0.070273,0,8.88E-16,-0.611038,0,-6.94E-18,2.384,484,56,6,2,5,True,SARS-CoV-2-BA.1.1-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL5_relaxed_model_3_multimer_v3_pred_0.pdb,-14.3,3.3E-11
BANAL-20-52-N__CCL5,model_3_multimer_v3_pred_0,0.246714465,0.940540736272681,1.18725520153175,False,A,B,22.4958,9.81407,7.69492,-2.24995,-2.24133,-15.7689,-1.14538,21.9596,-20.9505,13.3039,6.45426,8.58028,0,0,0,0.382114,4.75357,4.44E-16,0,0,-0.62918,0,4.86E-17,2.384,487,50,3,3,0,True,BANAL-20-52-N,CCL5,./best_AF2_and_GDock/BANAL-20-52-N_CCL5_relaxed_model_3_multimer_v3_pred_0.pdb,-13.2,2.1E-10
SARS-CoV-2-B.1.1-N__CCL5,model_3_multimer_v3_pred_4,0.234574182,0.978052671327984,1.21262685333995,False,A,B,25.8363,9.01469,6.11479,-4.90721,-6.84554,-23.5275,-1.23907,33.9543,-30.1396,14.0159,11.8846,12.7605,0,0,0,0.719283,15.2681,-3.89E-16,0,-8.88E-16,-0.568179,0,0.00730263,2.384,487,60,9,5,6,True,SARS-CoV-2-B.1.1-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL5_relaxed_model_3_multimer_v3_pred_4.pdb,-14.3,3E-11
SARS-CoV-2-BQ.1-N__CCL5,model_3_multimer_v3_pred_4,0.23473044,0.968034416723546,1.2027648568679,False,A,B,23.8177,6.19845,2.71907,-3.27512,-4.91865,-23.2894,-0.702153,32.076,-31.0245,13.2778,10.5092,9.4285,0,0,0,1.09079,9.86345,-2.78E-16,0,0,-0.453252,0,4.86E-17,2.384,484,56,6,5,3,True,SARS-CoV-2-BQ.1-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL5_relaxed_model_3_multimer_v3_pred_4.pdb,-13.9,6E-11
SARS-CoV-2-BA.4-N__CCL5,model_3_multimer_v3_pred_2,0.23182629,0.975057805237029,1.20688409506658,False,A,B,22.1929,9.63509,12.8218,-2.59449,-5.92728,-27.026,-0.711753,40.8699,-35.4003,15.6112,13.7916,10.1004,0,0,1.70356,2.77666,12.7641,0.00769596,0,0,-0.382959,0,0.00370102,2.384,484,61,8,7,3,True,SARS-CoV-2-BA.4-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-13.7,9.5E-11
